,municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,year,quarter_num,quarter_ord,log_price_sqm,avg_income,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university
133,Tondela,606.0,544.50035,5.918482065217392,11.141304347826088,626.0,6.804347826086956,2023,4,17,6.406879986069314,1306.3,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0
134,Vila Nova de Paiva,498.0,518.1321194444445,5.63187086352657,12.860869565217392,693.2,7.534782608695653,2023,4,17,6.210600077024653,1048.4,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0
135,Viseu,1185.0,529.7319166666666,5.757955615942029,10.231521739130434,558.1,6.066304347826088,2023,4,17,7.077498053569231,1255.0,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0
136,Vouzela,640.0,527.9562361111111,5.7386547403381645,8.971739130434782,835.6999999999999,9.083695652173912,2023,4,17,6.461468176353717,1127.6,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0
139,Oleiros,1034.1845637583892,493.587025,5.365076358695652,15.592391304347826,801.7,8.714130434782609,2023,4,17,6.941368534070794,1187.9,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0
140,Penamacor,314.0,588.7871527777778,6.399860356280193,11.045652173913044,341.2,3.7086956521739127,2023,4,17,5.749392985908253,1058.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0
141,Proença-a-Nova,449.0,576.1490277777777,6.26248943236715,11.7,407.1,4.425,2023,4,17,6.1070228877422545,1202.1,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0
142,Vila Velha de Ródão,273.0,578.3265666666666,6.286158333333333,9.582608695652176,271.9,2.9554347826086955,2023,4,17,5.60947179518496,1547.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0
143,Sertã,612.0,588.50435,6.396786413043479,10.222826086956522,433.8,4.715217391304348,2023,4,17,6.416732282512326,1084.0,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0
145,Almeida,336.0,564.0433333333333,6.130905797101449,11.77282608695652,284.1,3.08804347826087,2023,4,17,5.817111159963204,1083.5,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0
146,Belmonte,625.0,627.7499666666666,6.82336920289855,11.857608695652177,114.4,1.2434782608695651,2023,4,17,6.437751649736401,1041.9,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0
148,Covilhã,824.0,549.2553805555556,5.970167179951691,8.594565217391304,612.7,6.659782608695653,2023,4,17,6.714170529909472,1178.5,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0
149,Figueira de Castelo Rodrigo,185.0,571.5642555555555,6.212654951690821,10.070652173913045,256.9,2.792391304347826,2023,4,17,5.220355825078324,1036.3,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0
150,Fornos de Algodres,405.0,568.9929388888888,6.184705857487922,13.793478260869565,438.7,4.768478260869565,2023,4,17,6.003887067106539,1011.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0
151,Fundão,606.0,580.1706472222222,6.306202687198067,8.529347826086957,309.4,3.3630434782608694,2023,4,17,6.406879986069314,1186.9,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0
152,Gouveia,446.0,985.3125138888888,10.709918629227053,8.494565217391305,347.90000000000003,3.781521739130435,2023,4,17,6.100318952020064,1098.8,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0
155,Mêda,156.0,530.3805138888889,5.765005585748793,11.67608695652174,288.8,3.139130434782609,2023,4,17,5.049856007249537,1019.1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0
158,Seia,527.0,584.233875,6.350368206521739,9.809782608695652,623.3,6.775,2023,4,17,6.267200548541362,1081.1,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0
159,Trancoso,357.0,537.5766527777778,5.843224486714976,14.63804347826087,483.4,5.254347826086957,2023,4,17,5.877735781779639,1131.1,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0
160,Alcobaça,1274.0,991.4949666666666,10.77711920289855,16.452173913043477,209.7,2.2793478260869566,2023,4,17,7.149916836132109,1214.6,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0
162,Arruda dos Vinhos,1464.0,652.1002638888889,7.088046346618357,12.790217391304347,241.1,2.6206521739130437,2023,4,17,7.288927694521257,1283.1,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0
163,Bombarral,1115.0,642.7363694444444,6.9862648852657,13.63695652173913,307.4,3.3413043478260867,2023,4,17,7.016609683894219,1130.1,1.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,3.0,5.0,3.0,3.0,14.0,4.0,2.0,0.0
164,Cadaval,912.0,626.4157083333333,6.808866394927536,12.701086956521738,274.5,2.983695652173913,2023,4,17,6.815639990074331,1177.0,1.0,0.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,2.0,2.0,18.0,4.0,3.0,0.0
166,Lourinhã,1473.0,646.7701305555555,7.030110114734299,15.61304347826087,287.5,3.125,2023,4,17,7.29505641646263,1169.6,0.0,0.0,1.0,1.0,0.0,13.0,3.0,1.0,3.0,11.0,2.0,8.0,30.0,2.0,2.0,0.0
167,Nazaré,2059.0,999.7000027777776,10.866304378019324,8.007608695652175,302.0,3.282608695652174,2023,4,17,7.629975707027789,1225.7,2.0,0.0,2.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,6.0,2.0,26.0,5.0,2.0,0.0
168,Óbidos,1790.0,649.5820777777777,7.060674758454105,14.447826086956525,294.1,3.196739130434782,2023,4,17,7.489970898834801,1242.8,1.0,3.0,1.0,2.0,7.0,20.0,3.0,8.0,12.0,10.0,4.0,3.0,49.0,5.0,1.0,3.0
169,Peniche,1683.0,654.3075638888889,7.112038737922705,16.719565217391306,251.3,2.731521739130435,2023,4,17,7.428333194190806,1136.4,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,5.0,3.0,3.0,22.0,2.0,1.0,2.0
170,Sobral de Monte Agraço,1164.0,653.0418416666666,7.098280887681159,13.980434782608697,230.5,2.505434782608696,2023,4,17,7.059617628291383,1156.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,1.0,0.0
171,Torres Vedras,1581.0,653.3066277777777,7.101158997584541,15.241304347826087,288.0,3.130434782608696,2023,4,17,7.365812837209472,1232.8,1.0,0.0,1.0,5.0,4.0,36.0,5.0,1.0,7.0,34.0,6.0,12.0,78.0,9.0,4.0,0.0
172,Abrantes,625.0,606.2477972222222,6.5896499698067625,11.470652173913043,327.8,3.563043478260869,2023,4,17,6.437751649736401,1289.0,1.0,0.0,1.0,5.0,2.0,10.0,7.0,0.0,19.0,22.0,10.0,6.0,47.0,12.0,10.0,1.0
174,Constância,737.0,590.0728944444444,6.413835809178743,14.068478260869565,210.8,2.2913043478260877,2023,4,17,6.602587892189336,1418.8,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,3.0,1.0,7.0,2.0,3.0,0.0
175,Entroncamento,1027.0,617.937075,6.716707336956523,9.929347826086955,292.5,3.1793478260869565,2023,4,17,6.934397209928558,1343.3,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0
176,Ferreira do Zêzere,675.0,600.4772638888888,6.526926781400966,11.452173913043476,371.1,4.033695652173913,2023,4,17,6.51471269087253,1158.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0
177,Mação,273.0,600.5636583333334,6.527865851449276,11.821739130434782,311.8,3.389130434782609,2023,4,17,5.60947179518496,1072.8,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0
179,Sardoal,488.0,611.5759444444444,6.64756461352657,11.38804347826087,369.5,4.016304347826087,2023,4,17,6.1903154058531475,998.9,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
180,Tomar,937.0,613.8811527777777,6.67262122584541,11.458695652173914,352.7,3.8336956521739127,2023,4,17,6.842683282238422,1199.7,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0
181,Torres Novas,812.0,600.6675444444445,6.528995048309179,9.02608695652174,305.7,3.3228260869565216,2023,4,17,6.699500340161678,1298.5,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0
182,Vila Nova da Barquinha,989.0,617.937075,6.716707336956523,9.929347826086955,292.5,3.1793478260869565,2023,4,17,6.8966943316227125,1117.3,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0
183,Almeirim,908.0,990.2384444444444,10.763461352657004,12.202173913043476,105.1,1.142391304347826,2023,4,17,6.811244378601294,1235.1,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0
184,Alpiarça,895.0,607.1006861111111,6.59892050120773,10.108695652173912,303.5,3.2989130434782608,2023,4,17,6.796823718274855,1154.9,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0
185,Azambuja,1210.0,625.9060000000001,6.803326086956522,10.05108695652174,227.5,2.472826086956522,2023,4,17,7.098375638590786,1226.3,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0
186,Benavente,1354.0,510.8495555555555,5.552712560386473,12.317391304347826,183.0,1.9891304347826089,2023,4,17,7.21081845347222,1348.8,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0
187,Cartaxo,1087.0,622.301425,6.764145923913043,10.423913043478262,248.1,2.6967391304347825,2023,4,17,6.99117688712121,1243.7,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0
188,Chamusca,587.0,620.4096611111111,6.743583272946859,11.456521739130435,269.0,2.9239130434782608,2023,4,17,6.375024819828097,1194.4,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0
189,Coruche,889.0,622.8460416666667,6.770065670289855,10.407608695652174,285.9,3.1076086956521736,2023,4,17,6.790097235513905,1209.6,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0
191,Rio Maior,855.0,627.0281916666667,6.815523822463768,13.032608695652174,308.5,3.3532608695652173,2023,4,17,6.75110146893676,1257.3,2.0,0.0,1.0,2.0,2.0,11.0,2.0,3.0,5.0,11.0,2.0,3.0,49.0,1.0,2.0,1.0
192,Salvaterra de Magos,1258.0,628.1565166666667,6.827788224637681,10.130434782608695,245.0,2.6630434782608696,2023,4,17,7.1372784372603855,1165.2,1.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,4.0,4.0,3.0,2.0,17.0,2.0,0.0,0.0
193,Santarém,985.0,610.9549166666667,6.640814311594204,9.515217391304349,262.9,2.8576086956521736,2023,4,17,6.892641641172089,1301.6,1.0,14.0,3.0,9.0,3.0,36.0,8.0,2.0,12.0,21.0,10.0,6.0,81.0,5.0,9.0,1.0
194,Amadora,2260.0,647.9134583333333,7.04253759057971,11.545652173913044,246.3,2.6771739130434784,2023,4,17,7.723120092266331,1734.8,1.0,3.0,1.0,5.0,7.0,45.0,8.0,10.0,3.0,69.0,17.0,12.0,108.0,9.0,10.0,2.0
195,Cascais,3976.0,654.5102194444445,7.114241515700484,13.270652173913044,245.6,2.6695652173913045,2023,4,17,8.288031567776464,1449.8,2.0,3.0,3.0,6.0,7.0,61.0,6.0,29.0,17.0,58.0,19.0,15.0,171.0,11.0,6.0,5.0
196,Lisboa,4167.0,656.5798472222223,7.136737469806763,11.85217391304348,235.9,2.5641304347826086,2023,4,17,8.334951631422454,1985.6,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0
197,Loures,2482.0,655.3936388888889,7.123843900966183,11.995652173913042,234.5,2.5489130434782608,2023,4,17,7.8168199657645525,1440.3,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0
198,Mafra,2200.0,653.9936027777778,7.108626117149759,14.93695652173913,286.8,3.117391304347826,2023,4,17,7.696212639346407,1256.1,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0
200,Oeiras,3158.0,654.5102194444445,7.114241515700484,13.270652173913044,245.6,2.6695652173913045,2023,4,17,8.057694194815587,2104.8,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0
201,Sintra,2014.0,647.0426138888889,7.033071890096619,13.229347826086956,286.6,3.1152173913043475,2023,4,17,7.607878073278507,1439.5,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0
202,Vila Franca de Xira,1897.0,643.3930833333334,6.993403079710146,10.545652173913044,222.8,2.4217391304347826,2023,4,17,7.5480289699350145,1475.2,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0
203,Alcochete,2086.0,648.6935305555555,7.051016636473429,11.134782608695652,250.2,2.7195652173913043,2023,4,17,7.643003635560718,2338.9,1.0,0.0,1.0,2.0,2.0,21.0,4.0,9.0,7.0,17.0,5.0,4.0,34.0,7.0,3.0,0.0
204,Almada,2374.0,656.5798472222223,7.136737469806763,11.85217391304348,235.9,2.5641304347826086,2023,4,17,7.772331575169614,1354.3,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0
205,Barreiro,1687.0,655.1892833333334,7.121622644927537,11.161956521739132,241.3,2.622826086956522,2023,4,17,7.430707082545968,1337.8,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0
209,Seixal,1992.0,655.1892833333334,7.121622644927537,11.161956521739132,241.3,2.622826086956522,2023,4,17,7.596894438144544,1504.9,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0
210,Sesimbra,2086.0,679.2379694444444,7.38302140700483,17.065217391304348,238.9,2.596739130434783,2023,4,17,7.643003635560718,1166.5,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0
211,Setúbal,1835.0,639.5290444444445,6.951402657004832,11.47717391304348,243.6,2.6478260869565218,2023,4,17,7.51479976048867,1429.1,2.0,0.0,2.0,5.0,7.0,35.0,4.0,5.0,12.0,41.0,15.0,9.0,82.0,7.0,13.0,1.0
212,Alcácer do Sal,1273.0,655.7323833333334,7.127525905797102,10.225,241.7,2.627173913043478,2023,4,17,7.149131598557407,1210.1,1.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,6.0,8.0,8.0,5.0,27.0,4.0,2.0,0.0
213,Grândola,2067.0,684.223975,7.437217119565218,11.425,221.7,2.409782608695652,2023,4,17,7.633853559681768,1408.7,2.0,0.0,2.0,3.0,1.0,11.0,4.0,0.0,6.0,15.0,9.0,5.0,41.0,5.0,3.0,1.0
214,Odemira,1392.0,713.9753888888889,7.760602053140097,11.384782608695652,192.2,2.0891304347826085,2023,4,17,7.238496840894365,1077.7,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0
215,Santiago do Cacém,1549.0,690.503875,7.505476902173913,13.23695652173913,257.3,2.7967391304347826,2023,4,17,7.3453648404168685,1273.1,0.0,0.0,2.0,5.0,1.0,12.0,3.0,0.0,5.0,15.0,7.0,6.0,37.0,2.0,1.0,1.0
216,Sines,1925.0,684.9547666666666,7.445160507246376,12.893478260869566,260.2,2.8282608695652174,2023,4,17,7.562681246721884,2180.8,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0
217,Aljustrel,584.0,689.0958166666667,7.490171920289855,9.589130434782607,160.0,1.7391304347826086,2023,4,17,6.369900982828227,1473.4,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0
218,Almodôvar,625.0,694.0074138888889,7.543558846618358,10.721739130434782,154.3,1.6771739130434784,2023,4,17,6.437751649736401,1117.8,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0
219,Alvito,495.0,669.526525,7.27746222826087,4.880434782608695,382.2,4.154347826086957,2023,4,17,6.20455776256869,1266.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0
220,Beja,932.0,681.5812583333334,7.408491938405797,9.868478260869566,165.6,1.8,2023,4,17,6.837332814685591,1298.9,2.0,0.0,1.0,2.0,1.0,8.0,3.0,3.0,13.0,12.0,6.0,3.0,42.0,3.0,2.0,2.0
221,Castro Verde,514.0,691.3106861111111,7.514246588164251,10.54782608695652,139.7,1.518478260869565,2023,4,17,6.2422232654551655,2479.1,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0
222,Cuba,614.0,841.2885694444444,9.144440972222222,14.710869565217392,187.0,2.032608695652174,2023,4,17,6.419994928147142,1110.8,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,9.0,2.0,1.0,0.0
224,Mértola,417.0,690.4107555555555,7.504464734299517,8.784782608695652,148.3,1.6119565217391305,2023,4,17,6.0330862217988015,1038.6,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,13.0,4.0,5.0,4.0,16.0,2.0,3.0,0.0
225,Moura,514.0,668.1091805555556,7.262056310386473,8.73913043478261,229.7,2.4967391304347823,2023,4,17,6.2422232654551655,1137.2,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0
226,Ourique,765.0,690.7815111111111,7.508494685990337,10.468478260869563,163.0,1.7717391304347827,2023,4,17,6.639875833826536,1117.8,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0
227,Serpa,561.0,674.0699055555556,7.326846799516908,8.76086956521739,208.0,2.260869565217391,2023,4,17,6.329720905522696,1102.1,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0
228,Vidigueira,618.0,656.13355,7.131886413043478,10.006521739130434,227.1,2.468478260869565,2023,4,17,6.42648845745769,1219.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0
229,Alter do Chão,469.0,608.0304444444445,6.609026570048309,8.854347826086956,325.3,3.5358695652173915,2023,4,17,6.150602768446279,1103.3,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,0.0,1.0
230,Arronches,388.0,614.3626944444444,6.677855374396135,10.440217391304348,316.9,3.444565217391304,2023,4,17,5.961005339623274,1101.6,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0
231,Avis,603.0,600.0333388888889,6.522101509661836,9.988043478260868,348.7,3.790217391304348,2023,4,17,6.401917196727186,1193.6,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0,2.0,2.0,14.0,0.0,0.0,0.0
233,Castelo de Vide,529.0,609.1149611111111,6.620814794685991,11.46195652173913,327.0,3.5543478260869565,2023,4,17,6.270988431858299,1102.9,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0
234,Crato,331.0,1007.8655333333334,10.955060144927536,8.1,32.9,0.3576086956521739,2023,4,17,5.802118375377063,1055.9,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,1.0
235,Elvas,613.0,597.3732027777778,6.493186986714976,9.545652173913044,203.7,2.2141304347826085,2023,4,17,6.418364935936212,1098.1,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0
236,Fronteira,511.0,1024.5814194444445,11.136754559178744,8.694565217391304,276.0,3.0,2023,4,17,6.236369590203704,1111.3,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
239,Monforte,504.0,601.6994222222222,6.540211111111111,10.07717391304348,287.7,3.127173913043478,2023,4,17,6.222576268071369,1201.1,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0
240,Nisa,321.0,664.6801333333333,7.224784057971014,8.382608695652175,254.9,2.770652173913044,2023,4,17,5.771441123130016,1036.6,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0
241,Ponte de Sor,718.0,600.1574916666667,6.523450996376812,10.780434782608696,328.9,3.575,2023,4,17,6.576469569048224,1179.5,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,3.0,10.0,6.0,5.0,25.0,3.0,4.0,0.0
242,Portalegre,723.0,608.0304444444445,6.609026570048309,8.854347826086956,325.3,3.5358695652173915,2023,4,17,6.583409222158765,1262.4,11.0,11.0,6.0,30.0,10.0,62.0,30.0,8.0,78.0,107.0,65.0,44.0,221.0,31.0,28.0,16.0
243,Sousel,500.0,609.7393555555556,6.6276016908212565,10.133695652173913,302.6,3.289130434782609,2023,4,17,6.214608098422191,1127.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0
244,Alandroal,534.0,610.2596694444444,6.633257276570048,9.366304347826087,191.7,2.0836956521739127,2023,4,17,6.280395838960195,1171.4,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,7.0,3.0,15.0,1.0,0.0,0.0
246,Borba,658.0,620.6471638888889,6.746164824879227,10.839130434782607,249.7,2.7141304347826085,2023,4,17,6.489204931325317,1139.8,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,14.0,0.0,2.0,0.0
247,Estremoz,704.0,624.3811055555556,6.786751147342995,10.871739130434785,273.1,2.9684782608695657,2023,4,17,6.556778356158042,1170.8,2.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,8.0,10.0,8.0,3.0,29.0,1.0,1.0,0.0
248,Évora,1864.0,630.9661166666667,6.858327355072464,10.378260869565215,242.2,2.632608695652174,2023,4,17,7.530479995245536,1369.7,3.0,0.0,5.0,2.0,2.0,27.0,7.0,1.0,13.0,22.0,11.0,8.0,53.0,4.0,4.0,9.0
250,Mora,673.0,685.8381,7.45476195652174,11.216304347826089,139.7,1.518478260869565,2023,4,17,6.511745329644728,1142.3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0
252,Portel,465.0,986.7343027777778,10.725372856280194,9.704347826086956,154.2,1.6760869565217391,2023,4,17,6.142037405587356,1170.1,2.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,8.0,8.0,4.0,3.0,20.0,2.0,1.0,1.0
254,Reguengos de Monsaraz,780.0,643.8481694444445,6.998349667874396,9.41195652173913,178.3,1.9380434782608695,2023,4,17,6.659293919683638,1144.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,7.0,6.0,3.0,2.0,14.0,0.0,1.0,1.0
255,Vendas Novas,1086.0,651.2489527777777,7.078792964975845,10.883695652173913,282.1,3.066304347826087,2023,4,17,6.990256500493881,1248.7,1.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,1.0,4.0,3.0,1.0,15.0,4.0,1.0,0.0
256,Viana do Alentejo,645.0,629.6536833333333,6.844061775362319,9.545652173913044,239.0,2.597826086956522,2023,4,17,6.4692503167957724,1091.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0
257,Vila Viçosa,647.0,597.4649527777777,6.494184269323671,9.677173913043475,225.7,2.4532608695652174,2023,4,17,6.472346294500901,1254.9,1.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,4.0,6.0,6.0,4.0,14.0,1.0,3.0,0.0
258,Albufeira,2775.0,752.4109166666667,8.178379528985507,11.055434782608696,217.1,2.359782608695652,2023,4,17,7.928406026180535,1216.3,2.0,0.0,0.0,1.0,1.0,16.0,2.0,6.0,4.0,18.0,9.0,7.0,44.0,7.0,2.0,0.0
259,Alcoutim,795.0,704.7001027777778,7.659783725845411,9.37608695652174,180.2,1.958695652173913,2023,4,17,6.678342114654332,1145.8,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0
260,Aljezur,2929.0,733.5925888888889,7.973832487922706,14.248913043478264,209.5,2.277173913043478,2023,4,17,7.982416346827733,1093.1,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,4.0,3.0,3.0,13.0,0.0,0.0,0.0
262,Faro,2315.0,749.8633388888888,8.150688466183574,11.35,218.4,2.373913043478261,2023,4,17,7.747164966520335,1375.8,4.0,0.0,4.0,5.0,3.0,29.0,5.0,6.0,10.0,21.0,7.0,7.0,53.0,8.0,6.0,3.0
