,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
72,Torre de Moncorvo,567.4763388888889,6.168221074879227,6.632608695652174,271.0,2.9456521739130435,0,48,39,1,4,17,1036.1,12.7,187.0,204.0,248.0,257.0,268.0,306.0,337.0,366.0,173.0,399.0,437.0,578.0,633.0,601.0,569.0,439.0,543.0,192.0,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,5.723585101952381
73,Vila Nova de Foz Côa,550.5465361111111,5.984201479468599,7.192391304347827,293.2,3.1869565217391305,0,51,37,1,4,17,1097.8,16.0,227.0,208.0,251.0,290.0,295.0,285.0,346.0,378.0,175.0,448.0,466.0,498.0,594.0,502.0,479.0,367.0,401.0,159.0,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0,5.746203190540153
74,Vila Real,728.9680527777778,7.923565791062802,8.505434782608695,25.2,0.2739130434782608,0,14,66,4,4,17,1308.6,131.8,2189.0,2351.0,2729.0,2466.0,2376.0,2715.0,3452.0,3966.0,1983.0,3893.0,3950.0,3823.0,3445.0,2977.0,2388.0,1720.0,1776.0,1729.0,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,7.147559271189454
75,Alfândega da Fé,552.0471305555556,6.000512288647343,7.390217391304348,349.9,3.803260869565217,0,54,34,0,4,17,1002.3,13.1,129.0,151.0,177.0,185.0,193.0,182.0,218.0,219.0,110.0,240.0,317.0,381.0,375.0,372.0,287.0,249.0,318.0,119.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,5.802118375377063
76,Bragança,545.3417166666667,5.927627355072464,10.180434782608696,415.5,4.516304347826087,0,52,40,0,4,17,1236.4,30.2,1332.0,1483.0,1929.0,2094.0,1812.0,1856.0,2251.0,2615.0,1265.0,2434.0,2371.0,2591.0,2590.0,2403.0,1974.0,1500.0,1651.0,1274.0,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0,6.80128303447162
79,Mirandela,516.8031805555555,5.617425875603864,5.96304347826087,366.4,3.9826086956521736,0,53,32,1,4,17,1135.7,32.5,803.0,832.0,1057.0,1018.0,946.0,1034.0,1230.0,1409.0,722.0,1508.0,1479.0,1628.0,1778.0,1651.0,1364.0,1105.0,1197.0,629.0,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0,6.620073206530356
80,Mogadouro,552.1133833333333,6.001232427536232,10.983695652173912,271.6,2.9521739130434783,0,50,34,0,4,17,1045.9,10.8,249.0,265.0,314.0,320.0,338.0,365.0,459.0,452.0,232.0,509.0,616.0,711.0,732.0,677.0,614.0,513.0,681.0,190.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,5.857933154483459
81,Vila Flor,547.2837972222222,5.948736926328502,7.0989130434782615,287.9,3.1293478260869563,0,53,34,0,4,17,1106.8,22.7,221.0,217.0,288.0,248.0,263.0,233.0,376.0,418.0,158.0,383.0,426.0,473.0,546.0,488.0,420.0,371.0,342.0,168.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,5.799092654460526
82,Vinhais,496.39358888888887,5.395582487922705,9.47608695652174,544.8,5.921739130434782,0,55,38,0,4,17,998.2,10.7,178.0,216.0,233.0,255.0,209.0,291.0,362.0,420.0,150.0,415.0,545.0,620.0,751.0,727.0,649.0,588.0,693.0,148.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,6.091309882077698
84,Albergaria-a-Velha,554.8934777777778,6.031450845410628,10.377173913043478,829.9,9.020652173913044,0,57,45,3,4,17,1349.1,162.3,1162.0,1292.0,1388.0,1454.0,1388.0,1496.0,1835.0,2032.0,1084.0,1942.0,1894.0,1825.0,1654.0,1504.0,1205.0,873.0,785.0,966.0,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,6.951772164398911
86,Aveiro,581.9792416666667,6.325861322463768,13.255434782608695,575.2,6.252173913043479,3,56,48,7,4,17,1517.8,435.5,3999.0,3990.0,4601.0,5072.0,5382.0,5617.0,6510.0,6846.0,3669.0,6324.0,5872.0,5757.0,5567.0,4449.0,3748.0,2518.0,2616.0,3500.0,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,7.555905093611346
87,Estarreja,562.8371277777778,6.117794867149759,11.222826086956522,691.3,7.514130434782608,3,58,48,5,4,17,1504.1,250.5,1190.0,1314.0,1417.0,1477.0,1498.0,1611.0,1778.0,1866.0,1120.0,1957.0,2054.0,2012.0,1700.0,1592.0,1371.0,1003.0,1046.0,1091.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,6.856461984594587
88,Ílhavo,580.4443527777778,6.309177747584541,12.032608695652174,573.6,6.234782608695652,3,55,47,6,4,17,1403.3,573.3,1950.0,2099.0,2262.0,2290.0,2417.0,2653.0,3007.0,3248.0,1860.0,3231.0,3085.0,2956.0,2633.0,2289.0,1875.0,1316.0,1189.0,1769.0,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0,7.470224135899966
89,Murtosa,582.4859166666666,6.331368659420289,14.382608695652175,593.8,6.4543478260869565,4,57,47,13,4,17,1125.2,151.0,525.0,557.0,587.0,595.0,644.0,654.0,755.0,811.0,494.0,784.0,746.0,756.0,637.0,650.0,573.0,394.0,426.0,448.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,6.966967138613983
90,Oliveira do Bairro,568.6670972222222,6.181164100241546,10.13804347826087,551.2,5.991304347826088,0,55,45,4,4,17,1302.7,286.9,1178.0,1306.0,1360.0,1428.0,1426.0,1448.0,1830.0,2091.0,1181.0,1859.0,1620.0,1470.0,1454.0,1331.0,1175.0,862.0,984.0,1052.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,6.962243464266207
91,Ovar,461.5748916666666,5.017118387681159,10.147826086956522,315.5,3.4293478260869565,0,52,19,0,4,17,1363.2,384.1,2484.0,2674.0,3193.0,3212.0,3067.0,3294.0,3840.0,4455.0,2332.0,4528.0,4400.0,4087.0,3790.0,3288.0,2461.0,1692.0,1713.0,2225.0,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,7.200424892944957
92,Sever do Vouga,549.9963583333333,5.978221286231884,10.756521739130434,973.9,10.585869565217392,0,57,45,2,4,17,1292.3,84.3,410.0,498.0,580.0,515.0,445.0,523.0,650.0,819.0,352.0,786.0,802.0,851.0,839.0,795.0,660.0,487.0,573.0,359.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,6.565264970035361
93,Vagos,583.2480638888889,6.339652868357487,11.267391304347823,532.5,5.788043478260869,3,56,45,5,4,17,1275.4,148.3,1077.0,1214.0,1256.0,1395.0,1391.0,1516.0,1706.0,1791.0,1086.0,1728.0,1664.0,1657.0,1493.0,1421.0,1207.0,905.0,894.0,1051.0,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,7.236339342754344
95,Cantanhede,587.6046611111111,6.387007185990338,11.665217391304347,497.3,5.405434782608696,0,57,47,5,4,17,1290.3,89.3,1432.0,1568.0,1610.0,1686.0,1595.0,1799.0,2256.0,2565.0,1296.0,2390.0,2337.0,2486.0,2503.0,2490.0,2189.0,1736.0,1750.0,1228.0,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,6.71174039505618
96,Coimbra,587.6020833333333,6.386979166666666,11.61195652173913,530.2,5.76304347826087,1,57,47,6,4,17,1418.6,453.4,5954.0,6269.0,7294.0,7974.0,8312.0,8192.0,9928.0,10750.0,5768.0,10271.0,10317.0,10470.0,9752.0,9269.0,7685.0,5310.0,5850.0,5457.0,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,7.458186157340487
97,Condeixa-a-Nova,593.8258138888889,6.454628411835749,10.966304347826089,498.2,5.415217391304347,1,55,48,5,4,17,1237.9,126.6,888.0,932.0,918.0,812.0,838.0,980.0,1296.0,1566.0,759.0,1375.0,1374.0,1122.0,957.0,960.0,771.0,638.0,700.0,669.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,7.089243155027514
100,Lousã,587.0180305555556,6.3806307669082125,10.022826086956522,508.0,5.521739130434782,0,53,46,5,4,17,1220.6,125.9,842.0,933.0,960.0,846.0,842.0,927.0,1213.0,1502.0,724.0,1462.0,1279.0,1169.0,1071.0,999.0,820.0,616.0,617.0,597.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.705639094860003
102,Mira,661.2436,7.187430434782609,12.690217391304348,86.5,0.9402173913043478,0,28,55,0,4,17,1144.4,101.0,546.0,568.0,551.0,615.0,575.0,671.0,813.0,860.0,451.0,872.0,818.0,904.0,863.0,925.0,833.0,647.0,561.0,450.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,7.183111701743281
105,Mortágua,576.7328555555556,6.26883538647343,10.814130434782609,506.1,5.501086956521739,0,51,45,3,4,17,1337.1,36.1,304.0,333.0,386.0,400.0,397.0,447.0,557.0,596.0,295.0,556.0,597.0,646.0,780.0,756.0,670.0,554.0,501.0,284.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.368187186350492
109,Penela,595.7752916666667,6.47581838768116,11.170652173913044,491.9,5.346739130434782,1,53,47,4,4,17,1175.5,41.6,230.0,254.0,246.0,280.0,263.0,300.0,314.0,408.0,188.0,395.0,403.0,432.0,375.0,379.0,335.0,272.0,363.0,174.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.253828811575473
111,Tábua,580.0717694444445,6.305127928743962,10.775,465.7,5.0619565217391305,1,55,46,3,4,17,1159.4,58.1,449.0,525.0,588.0,551.0,612.0,597.0,671.0,796.0,447.0,799.0,827.0,853.0,833.0,738.0,706.0,571.0,637.0,402.0,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.42648845745769
112,Vila Nova de Poiares,582.8455694444444,6.335277928743961,10.03695652173913,483.5,5.255434782608695,0,54,43,4,4,17,1178.4,84.5,299.0,335.0,346.0,413.0,349.0,386.0,480.0,561.0,282.0,570.0,519.0,517.0,478.0,443.0,355.0,283.0,306.0,218.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.594413459749778
113,Alvaiázere,589.51115,6.407729891304348,11.283695652173911,407.5,4.429347826086956,0,54,41,1,4,17,1135.6,39.6,222.0,258.0,268.0,288.0,272.0,282.0,303.0,372.0,182.0,408.0,478.0,544.0,487.0,522.0,464.0,358.0,485.0,162.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,6.244166900663736
114,Ansião,594.2495583333333,6.459234329710145,12.02282608695652,422.7,4.594565217391304,0,53,46,3,4,17,1182.5,67.4,430.0,564.0,610.0,498.0,537.0,577.0,659.0,795.0,362.0,830.0,905.0,884.0,881.0,805.0,768.0,631.0,773.0,356.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.175867270105761
115,Batalha,624.5613444444444,6.788710265700483,11.97717391304348,391.6,4.256521739130435,0,56,48,4,4,17,1294.8,160.2,839.0,838.0,860.0,922.0,902.0,927.0,1202.0,1248.0,785.0,1183.0,1157.0,1116.0,1104.0,904.0,789.0,579.0,517.0,693.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.905753276311464
117,Figueiró dos Vinhos,568.4779027777778,6.179107638888889,11.009782608695652,485.7,5.279347826086957,0,51,42,0,4,17,1077.2,30.4,174.0,202.0,233.0,214.0,209.0,245.0,266.0,347.0,166.0,355.0,379.0,464.0,488.0,437.0,384.0,280.0,293.0,134.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,6.4457198193855785
119,Marinha Grande,629.7689111111112,6.84531425120773,11.745652173913042,379.6,4.126086956521739,0,54,51,4,4,17,1515.6,219.0,1874.0,2075.0,2221.0,2165.0,2306.0,2327.0,2972.0,3262.0,1773.0,3075.0,2852.0,2779.0,2560.0,2446.0,2055.0,1350.0,1305.0,1614.0,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,7.035268599281097
120,Pedrógão Grande,572.1217861111111,6.21871506642512,10.072826086956525,481.3,5.231521739130435,0,52,41,1,4,17,1080.2,28.2,116.0,142.0,177.0,164.0,181.0,177.0,190.0,193.0,98.0,256.0,270.0,312.0,351.0,241.0,227.0,195.0,241.0,96.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,6.284134161070802
121,Pombal,592.456975,6.43974972826087,12.395652173913044,406.6,4.4195652173913045,0,54,46,5,4,17,1241.4,83.1,2116.0,2488.0,2686.0,2532.0,2475.0,2648.0,3254.0,3712.0,1963.0,3500.0,3609.0,3841.0,3697.0,3465.0,3137.0,2520.0,2508.0,1875.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.887552571664617
124,Carregal do Sal,569.9404277777778,6.195004649758454,10.757608695652175,678.1,7.370652173913044,0,55,45,2,4,17,1207.8,78.5,379.0,441.0,454.0,447.0,386.0,438.0,554.0,608.0,334.0,561.0,672.0,655.0,682.0,690.0,649.0,461.0,470.0,296.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.293419278846481
125,Castro Daire,513.6273944444445,5.582906461352657,9.278260869565218,780.8,8.48695652173913,0,58,37,2,4,17,1078.7,36.2,500.0,612.0,704.0,611.0,607.0,603.0,775.0,919.0,408.0,919.0,1030.0,1124.0,1126.0,1078.0,881.0,702.0,784.0,349.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.0473721790462776
126,Mangualde,565.3768277777777,6.145400301932367,14.378260869565215,463.6,5.039130434782609,4,48,40,0,4,17,1342.5,84.8,774.0,855.0,985.0,896.0,830.0,1017.0,1165.0,1308.0,687.0,1165.0,1334.0,1364.0,1423.0,1302.0,1149.0,795.0,936.0,607.0,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.302618975744905
127,Nelas,578.6300333333334,6.289456884057971,13.746739130434785,513.1,5.577173913043478,2,49,43,1,4,17,1305.6,106.0,540.0,686.0,704.0,584.0,563.0,686.0,886.0,969.0,503.0,812.0,868.0,953.0,1034.0,968.0,798.0,656.0,701.0,412.0,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.361302477572996
128,Oliveira de Frades,503.8163666666667,5.476264855072464,6.895652173913043,596.0,6.478260869565218,0,57,36,1,4,17,1391.3,67.2,440.0,486.0,530.0,533.0,503.0,619.0,610.0,764.0,384.0,666.0,698.0,717.0,610.0,553.0,523.0,388.0,383.0,356.0,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.401917196727186
129,Penalva do Castelo,558.8998222222223,6.07499806763285,14.269565217391303,541.8000000000001,5.88913043478261,3,54,41,0,4,17,1089.9,54.7,286.0,354.0,342.0,338.0,258.0,327.0,461.0,505.0,244.0,461.0,484.0,527.0,588.0,552.0,558.0,402.0,490.0,165.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.068425588244111
130,Santa Comba Dão,576.7328555555556,6.26883538647343,10.814130434782609,506.1,5.501086956521739,0,51,45,2,4,17,1126.0,97.6,437.0,481.0,540.0,513.0,477.0,533.0,658.0,795.0,371.0,692.0,717.0,787.0,824.0,840.0,738.0,545.0,633.0,344.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.182084906716632
131,São Pedro do Sul,785.1715361111111,8.534473218599034,13.141304347826088,619.4,6.732608695652174,0,63,55,27,4,17,1029.1,43.6,598.0,650.0,823.0,753.0,643.0,673.0,852.0,1011.0,482.0,1008.0,1023.0,1197.0,1218.0,1236.0,1014.0,769.0,844.0,403.0,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.71901315438526
132,Sátão,525.8589055555556,5.715857669082125,12.478260869565217,671.4,7.297826086956522,1,56,40,0,4,17,1001.5,55.2,428.0,498.0,593.0,575.0,467.0,577.0,659.0,744.0,399.0,737.0,775.0,855.0,892.0,743.0,747.0,513.0,586.0,350.0,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.2422232654551655
133,Tondela,544.50035,5.918482065217392,11.141304347826088,626.0,6.804347826086956,0,54,39,2,4,17,1306.3,69.6,930.0,1106.0,1300.0,1203.0,1193.0,1256.0,1509.0,1721.0,853.0,1758.0,1819.0,1994.0,1935.0,1918.0,1764.0,1385.0,1387.0,793.0,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.406879986069314
134,Vila Nova de Paiva,518.1321194444445,5.63187086352657,12.860869565217392,693.2,7.534782608695653,1,58,40,2,4,17,1048.4,27.1,174.0,214.0,240.0,244.0,246.0,232.0,260.0,297.0,153.0,311.0,353.0,358.0,383.0,361.0,292.0,215.0,297.0,123.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,6.210600077024653
135,Viseu,529.7319166666666,5.757955615942029,10.231521739130434,558.1,6.066304347826088,0,56,39,0,4,17,1255.0,201.1,4769.0,5154.0,5549.0,5334.0,5253.0,5810.0,7475.0,8230.0,4360.0,7552.0,6795.0,6795.0,6718.0,5934.0,5087.0,3704.0,3532.0,3926.0,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,7.077498053569231
136,Vouzela,527.9562361111111,5.7386547403381645,8.971739130434782,835.6999999999999,9.083695652173912,0,56,40,1,4,17,1127.6,50.4,357.0,393.0,499.0,482.0,495.0,489.0,587.0,678.0,323.0,661.0,741.0,645.0,697.0,707.0,637.0,511.0,543.0,320.0,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.461468176353717
139,Oleiros,493.587025,5.365076358695652,15.592391304347826,801.7,8.714130434782609,5,71,24,4,4,17,1187.9,10.4,104.0,114.0,183.0,181.0,161.0,205.0,244.0,244.0,98.0,260.0,357.0,411.0,445.0,467.0,419.0,388.0,499.0,106.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,6.941368534070794
140,Penamacor,588.7871527777778,6.399860356280193,11.045652173913044,341.2,3.7086956521739127,0,48,46,0,4,17,1058.5,8.5,119.0,144.0,176.0,173.0,198.0,189.0,221.0,251.0,112.0,283.0,351.0,394.0,394.0,405.0,390.0,331.0,561.0,105.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.749392985908253
141,Proença-a-Nova,576.1490277777777,6.26248943236715,11.7,407.1,4.425,1,52,44,1,4,17,1202.1,17.9,235.0,246.0,301.0,306.0,264.0,313.0,369.0,405.0,205.0,444.0,490.0,636.0,589.0,621.0,574.0,390.0,549.0,154.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.1070228877422545
142,Vila Velha de Ródão,578.3265666666666,6.286158333333333,9.582608695652176,271.9,2.9554347826086955,0,47,43,3,4,17,1547.3,10.7,94.0,114.0,97.0,144.0,161.0,176.0,170.0,191.0,131.0,203.0,201.0,228.0,269.0,300.0,311.0,231.0,387.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.60947179518496
143,Sertã,588.50435,6.396786413043479,10.222826086956522,433.8,4.715217391304348,0,51,43,3,4,17,1084.0,33.4,579.0,654.0,758.0,723.0,665.0,702.0,829.0,948.0,526.0,1007.0,1111.0,1209.0,1155.0,1035.0,922.0,749.0,899.0,429.0,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.416732282512326
145,Almeida,564.0433333333333,6.130905797101449,11.77282608695652,284.1,3.08804347826087,0,48,35,0,4,17,1083.5,11.0,136.0,143.0,229.0,226.0,204.0,221.0,286.0,244.0,122.0,348.0,418.0,479.0,510.0,530.0,499.0,416.0,569.0,96.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.817111159963204
146,Belmonte,627.7499666666666,6.82336920289855,11.857608695652177,114.4,1.2434782608695651,2,39,48,0,4,17,1041.9,52.3,235.0,245.0,262.0,297.0,267.0,336.0,354.0,448.0,216.0,406.0,417.0,528.0,527.0,401.0,360.0,300.0,433.0,184.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,6.437751649736401
148,Covilhã,549.2553805555556,5.970167179951691,8.594565217391304,612.7,6.659782608695653,0,51,45,10,4,17,1178.5,83.5,1759.0,1980.0,2302.0,2156.0,2160.0,2320.0,2866.0,3255.0,1585.0,3313.0,3350.0,3558.0,3725.0,3414.0,2833.0,1978.0,2340.0,1481.0,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.714170529909472
149,Figueira de Castelo Rodrigo,571.5642555555555,6.212654951690821,10.070652173913045,256.9,2.792391304347826,0,49,36,0,4,17,1036.3,9.9,191.0,207.0,216.0,190.0,204.0,238.0,268.0,295.0,153.0,304.0,334.0,377.0,406.0,409.0,360.0,321.0,413.0,158.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,5.220355825078324
150,Fornos de Algodres,568.9929388888888,6.184705857487922,13.793478260869565,438.7,4.768478260869565,4,51,42,1,4,17,1011.3,33.3,150.0,186.0,183.0,186.0,187.0,207.0,239.0,256.0,130.0,284.0,310.0,389.0,321.0,319.0,294.0,279.0,341.0,122.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,6.003887067106539
151,Fundão,580.1706472222222,6.306202687198067,8.529347826086957,309.4,3.3630434782608694,0,47,47,0,4,17,1186.9,38.5,1003.0,1128.0,1267.0,1228.0,1185.0,1412.0,1657.0,1723.0,934.0,1768.0,1846.0,2104.0,2175.0,1991.0,1704.0,1377.0,1627.0,852.0,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0,6.406879986069314
152,Gouveia,985.3125138888888,10.709918629227053,8.494565217391305,347.90000000000003,3.781521739130435,0,63,84,36,4,17,1098.8,40.7,414.0,487.0,540.0,480.0,483.0,507.0,596.0,756.0,352.0,727.0,877.0,975.0,1101.0,1034.0,929.0,748.0,900.0,316.0,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,6.100318952020064
155,Mêda,530.3805138888889,5.765005585748793,11.67608695652174,288.8,3.139130434782609,1,51,31,0,4,17,1019.1,16.0,136.0,182.0,204.0,170.0,187.0,221.0,233.0,262.0,132.0,285.0,322.0,374.0,357.0,399.0,362.0,312.0,343.0,91.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,5.049856007249537
158,Seia,584.233875,6.350368206521739,9.809782608695652,623.3,6.775,1,50,46,2,4,17,1081.1,49.2,736.0,853.0,891.0,928.0,847.0,995.0,1211.0,1412.0,727.0,1349.0,1578.0,1753.0,1891.0,1771.0,1561.0,1122.0,1249.0,567.0,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,6.267200548541362
159,Trancoso,537.5766527777778,5.843224486714976,14.63804347826087,483.4,5.254347826086957,4,54,35,0,4,17,1131.1,23.0,258.0,347.0,367.0,315.0,301.0,413.0,432.0,551.0,238.0,538.0,596.0,655.0,728.0,622.0,607.0,509.0,621.0,215.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0,5.877735781779639
160,Alcobaça,991.4949666666666,10.77711920289855,16.452173913043477,209.7,2.2793478260869566,0,68,81,31,4,17,1214.6,140.5,2354.0,2799.0,3117.0,3115.0,3030.0,3095.0,3650.0,4135.0,2166.0,4286.0,4303.0,4095.0,3864.0,3637.0,3027.0,2211.0,2290.0,2184.0,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0,7.149916836132109
