Designação,COD (NUTS2024),muni_norm,quarter_label,price_sqm,year,quarter,avg_income_eur,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,temp_max_c_mean,temp_min_c_mean,sunshine_s_sum,wind_kmh_mean,precip_mm_sum,log_price_sqm,pop_10___14,pop_15___19,pop_20___24,pop_25___29,pop_30___34,pop_35___39,pop_40___44,pop_45___49,pop_5___9,pop_50___54,pop_55___59,pop_60___64,pop_65___69,pop_70___74,pop_75___79,pop_80___84,pop_85_ou_mais,pop_menos_de_5,pop_total,population_density_km2
Mogadouro,11E0408,MOGADOURO,4ºT 2023,350.0,2023,4,1045.9,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,14.267391304347823,6.293478260869565,1987608.18,10.983695652173912,271.6,5.857933154483459,249.0,265.0,314.0,320.0,338.0,365.0,459.0,452.0,232.0,509.0,616.0,711.0,732.0,677.0,614.0,513.0,681.0,190.0,8237.0,10.8
Vila Flor,11E0410,VILA FLOR,4ºT 2023,330.0,2023,4,1106.8,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,14.997826086956522,6.634782608695652,1970221.67,7.0989130434782615,287.9,5.799092654460526,221.0,217.0,288.0,248.0,263.0,233.0,376.0,418.0,158.0,383.0,426.0,473.0,546.0,488.0,420.0,371.0,342.0,168.0,6039.0,22.7
Vimioso,11E0411,VIMIOSO,4ºT 2023,301.0,2023,4,1006.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,14.083695652173914,6.355434782608696,1992949.27,11.758695652173913,330.2,5.707110264748875,120.0,123.0,169.0,178.0,147.0,188.0,201.0,209.0,90.0,235.0,255.0,348.0,415.0,426.0,354.0,288.0,329.0,101.0,4176.0,8.7
Vinhais,11E0412,VINHAIS,4ºT 2023,442.0,2023,4,998.2,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,13.340217391304348,6.165217391304348,1787016.92,9.47608695652174,544.8,6.091309882077698,178.0,216.0,233.0,255.0,209.0,291.0,362.0,420.0,150.0,415.0,545.0,620.0,751.0,727.0,649.0,588.0,693.0,148.0,7450.0,10.7
Albergaria-a-Velha,1910102,ALBERGARIA-A-VELHA,4ºT 2023,1045.0,2023,4,1349.1,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,18.066304347826087,10.893478260869566,1997616.52,10.377173913043478,829.9,6.951772164398911,1162.0,1292.0,1388.0,1454.0,1388.0,1496.0,1835.0,2032.0,1084.0,1942.0,1894.0,1825.0,1654.0,1504.0,1205.0,873.0,785.0,966.0,25779.0,162.3
Anadia,1910103,ANADIA,4ºT 2023,654.0,2023,4,1203.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.909782608695654,11.201086956521738,2052995.1,10.815217391304348,530.3,6.483107351457199,1084.0,1163.0,1435.0,1430.0,1374.0,1414.0,1698.0,2024.0,1032.0,2029.0,2077.0,2103.0,2053.0,2000.0,1727.0,1257.0,1389.0,916.0,28205.0,130.2
Aveiro,1910105,AVEIRO,4ºT 2023,1912.0,2023,4,1517.8,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,18.294565217391305,11.82391304347826,2095125.27,13.255434782608695,575.2,7.555905093611346,3999.0,3990.0,4601.0,5072.0,5382.0,5617.0,6510.0,6846.0,3669.0,6324.0,5872.0,5757.0,5567.0,4449.0,3748.0,2518.0,2616.0,3500.0,86037.0,435.5
Estarreja,1910108,ESTARREJA,4ºT 2023,950.0,2023,4,1504.1,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,18.41195652173913,11.13586956521739,2026213.66,11.222826086956522,691.3,6.856461984594587,1190.0,1314.0,1417.0,1477.0,1498.0,1611.0,1778.0,1866.0,1120.0,1957.0,2054.0,2012.0,1700.0,1592.0,1371.0,1003.0,1046.0,1091.0,27097.0,250.5
Murtosa,1910112,MURTOSA,4ºT 2023,1061.0,2023,4,1125.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,17.957608695652173,12.588043478260868,2096949.3,14.382608695652175,593.8,6.966967138613983,525.0,557.0,587.0,595.0,644.0,654.0,755.0,811.0,494.0,784.0,746.0,756.0,637.0,650.0,573.0,394.0,426.0,448.0,11036.0,151.0
Oliveira do Bairro,1910114,OLIVEIRA DO BAIRRO,4ºT 2023,1056.0,2023,4,1302.7,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,18.726086956521737,10.392391304347829,2047201.55,10.13804347826087,551.2,6.962243464266207,1178.0,1306.0,1360.0,1428.0,1426.0,1448.0,1830.0,2091.0,1181.0,1859.0,1620.0,1470.0,1454.0,1331.0,1175.0,862.0,984.0,1052.0,25055.0,286.9
Ovar,1910115,OVAR,4ºT 2023,1340.0,2023,4,1363.2,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,18.22391304347826,12.202173913043476,2007062.32,13.618478260869566,769.9,7.200424892944957,2484.0,2674.0,3193.0,3212.0,3067.0,3294.0,3840.0,4455.0,2332.0,4528.0,4400.0,4087.0,3790.0,3288.0,2461.0,1692.0,1713.0,2225.0,56735.0,384.1
Sever do Vouga,1910117,SEVER DO VOUGA,4ºT 2023,710.0,2023,4,1292.3,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,16.90869565217391,10.296739130434782,1979986.89,10.756521739130434,973.9,6.565264970035361,410.0,498.0,580.0,515.0,445.0,523.0,650.0,819.0,352.0,786.0,802.0,851.0,839.0,795.0,660.0,487.0,573.0,359.0,10944.0,84.3
Vagos,1910118,VAGOS,4ºT 2023,1389.0,2023,4,1275.4,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,18.93913043478261,10.63804347826087,2099693.03,11.267391304347823,532.5,7.236339342754344,1077.0,1214.0,1256.0,1395.0,1391.0,1516.0,1706.0,1791.0,1086.0,1728.0,1664.0,1657.0,1493.0,1421.0,1207.0,905.0,894.0,1051.0,24452.0,148.3
Arganil,1920601,ARGANIL,4ºT 2023,577.0,2023,4,1070.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,10.080434782608696,2107524.4,9.371739130434785,483.3,6.3578422665081,430.0,414.0,482.0,522.0,510.0,559.0,696.0,678.0,429.0,758.0,829.0,922.0,914.0,775.0,772.0,613.0,673.0,337.0,11313.0,34.0
Cantanhede,1920602,CANTANHEDE,4ºT 2023,822.0,2023,4,1290.3,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,18.819565217391304,10.819565217391304,2115376.78,11.665217391304347,497.3,6.71174039505618,1432.0,1568.0,1610.0,1686.0,1595.0,1799.0,2256.0,2565.0,1296.0,2390.0,2337.0,2486.0,2503.0,2490.0,2189.0,1736.0,1750.0,1228.0,34916.0,89.3
Coimbra,1920603,COIMBRA,4ºT 2023,1734.0,2023,4,1418.6,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,18.77717391304348,10.809782608695652,2125151.02,11.282608695652174,504.9,7.458186157340487,5954.0,6269.0,7294.0,7974.0,8312.0,8192.0,9928.0,10750.0,5768.0,10271.0,10317.0,10470.0,9752.0,9269.0,7685.0,5310.0,5850.0,5457.0,144822.0,453.4
Condeixa-a-Nova,1920604,CONDEIXA-A-NOVA,4ºT 2023,1199.0,2023,4,1237.9,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,18.96413043478261,11.242391304347825,2137772.93,10.966304347826089,498.2,7.089243155027514,888.0,932.0,918.0,812.0,838.0,980.0,1296.0,1566.0,759.0,1375.0,1374.0,1122.0,957.0,960.0,771.0,638.0,700.0,669.0,17555.0,126.6
Figueira da Foz,1920605,FIGUEIRA DA FOZ,4ºT 2023,1412.0,2023,4,1395.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.664130434782606,12.3,2121748.48,13.911956521739132,482.6,7.252762418053187,2466.0,2823.0,2960.0,2875.0,2751.0,3050.0,3906.0,4571.0,2271.0,4390.0,4403.0,4685.0,4511.0,4198.0,3489.0,2568.0,2747.0,2006.0,60670.0,160.1
Mealhada,1920111,MEALHADA,4ºT 2023,749.0,2023,4,1340.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.860869565217392,11.178260869565218,2044093.95,11.518478260869566,536.4,6.618738983517219,789.0,942.0,1072.0,927.0,1010.0,1022.0,1346.0,1580.0,735.0,1497.0,1438.0,1462.0,1371.0,1224.0,984.0,817.0,916.0,655.0,19787.0,178.8
Miranda do Corvo,1920609,MIRANDA DO CORVO,4ºT 2023,611.0,2023,4,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.86413043478261,11.142391304347823,2137772.93,10.966304347826089,498.2,6.415096959171596,457.0,570.0,685.0,627.0,521.0,582.0,711.0,912.0,415.0,988.0,1014.0,990.0,811.0,768.0,647.0,524.0,539.0,356.0,12117.0,95.9
Montemor-o-Velho,1920610,MONTEMOR-O-VELHO,4ºT 2023,912.0,2023,4,1195.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.241304347826087,11.011956521739132,2082308.12,11.121739130434785,462.6,6.815639990074331,1100.0,1072.0,1165.0,1112.0,1214.0,1399.0,1792.0,1970.0,1013.0,1872.0,1867.0,1766.0,1660.0,1472.0,1340.0,984.0,1121.0,970.0,24889.0,108.7
Oliveira do Hospital,1920611,OLIVEIRA DO HOSPITAL,4ºT 2023,652.0,2023,4,1110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33913043478261,9.103260869565217,2103241.95,9.809782608695652,623.3,6.480044561926653,733.0,822.0,1010.0,1018.0,892.0,987.0,1181.0,1329.0,709.0,1356.0,1482.0,1571.0,1460.0,1261.0,1100.0,865.0,1000.0,688.0,19464.0,83.0
Pampilhosa da Serra,1920612,PAMPILHOSA DA SERRA,4ºT 2023,228.0,2023,4,1061.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48804347826087,9.465217391304348,2041198.64,9.694565217391304,363.2,5.429345628954441,105.0,118.0,140.0,114.0,169.0,186.0,212.0,204.0,115.0,233.0,277.0,333.0,408.0,382.0,351.0,316.0,402.0,73.0,4138.0,10.4
Penacova,1920613,PENACOVA,4ºT 2023,524.0,2023,4,1258.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40217391304348,10.170652173913044,2091126.57,10.306521739130435,509.3,6.261491684321042,457.0,543.0,600.0,577.0,504.0,525.0,707.0,968.0,400.0,995.0,997.0,1031.0,998.0,1041.0,933.0,659.0,665.0,319.0,12919.0,59.6
Penela,1920614,PENELA,4ºT 2023,520.0,2023,4,1175.5,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,18.45434782608696,10.51086956521739,2156168.1,11.104347826086956,443.2,6.253828811575473,230.0,254.0,246.0,280.0,263.0,300.0,314.0,408.0,188.0,395.0,403.0,432.0,375.0,379.0,335.0,272.0,363.0,174.0,5611.0,41.6
Vila Nova de Poiares,1920617,VILA NOVA DE POIARES,4ºT 2023,731.0,2023,4,1178.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,18.63804347826087,10.954347826086956,2098244.05,10.03695652173913,483.5,6.594413459749778,299.0,335.0,346.0,413.0,349.0,386.0,480.0,561.0,282.0,570.0,519.0,517.0,478.0,443.0,355.0,283.0,306.0,218.0,7140.0,84.5
Batalha,1931004,BATALHA,4ºT 2023,998.0,2023,4,1294.8,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,19.333695652173912,11.75,2248420.84,11.97717391304348,391.6,6.905753276311464,839.0,838.0,860.0,922.0,902.0,927.0,1202.0,1248.0,785.0,1183.0,1157.0,1116.0,1104.0,904.0,789.0,579.0,517.0,693.0,16565.0,160.2
Leiria,1931009,LEIRIA,4ºT 2023,1416.0,2023,4,1334.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495652173913044,11.45,2267168.08,11.745652173913042,379.6,7.255591274253665,6166.0,6670.0,7297.0,7412.0,7843.0,7924.0,9376.0,10251.0,5797.0,9862.0,9559.0,9045.0,8349.0,7417.0,6261.0,4480.0,4493.0,5593.0,133795.0,236.8
Marinha Grande,1931010,MARINHA GRANDE,4ºT 2023,1136.0,2023,4,1515.6,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,19.14130434782609,11.107608695652171,2267168.08,11.745652173913042,379.6,7.035268599281097,1874.0,2075.0,2221.0,2165.0,2306.0,2327.0,2972.0,3262.0,1773.0,3075.0,2852.0,2779.0,2560.0,2446.0,2055.0,1350.0,1305.0,1614.0,41011.0,219.0
Pombal,1931015,POMBAL,4ºT 2023,980.0,2023,4,1241.4,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,19.093478260869563,11.406521739130437,2132845.11,12.395652173913044,406.6,6.887552571664617,2116.0,2488.0,2686.0,2532.0,2475.0,2648.0,3254.0,3712.0,1963.0,3500.0,3609.0,3841.0,3697.0,3465.0,3137.0,2520.0,2508.0,1875.0,52026.0,83.1
Aguiar da Beira,1940901,AGUIAR DA BEIRA,4ºT 2023,343.0,2023,4,1016.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,7.436956521739131,1881853.93,14.048913043478262,568.5,5.83773044716594,172.0,218.0,234.0,246.0,222.0,220.0,278.0,311.0,125.0,328.0,393.0,426.0,495.0,412.0,426.0,274.0,383.0,139.0,5302.0,25.6
Carregal do Sal,1941802,CARREGAL DO SAL,4ºT 2023,541.0,2023,4,1207.8,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,16.96630434782609,9.931521739130435,2051785.54,10.757608695652175,678.1,6.293419278846481,379.0,441.0,454.0,447.0,386.0,438.0,554.0,608.0,334.0,561.0,672.0,655.0,682.0,690.0,649.0,461.0,470.0,296.0,9177.0,78.5
Castro Daire,1941803,CASTRO DAIRE,4ºT 2023,423.0,2023,4,1078.7,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,15.156521739130437,8.68695652173913,1849058.62,9.278260869565218,780.8,6.0473721790462776,500.0,612.0,704.0,611.0,607.0,603.0,775.0,919.0,408.0,919.0,1030.0,1124.0,1126.0,1078.0,881.0,702.0,784.0,349.0,13732.0,36.2
Mangualde,1941806,MANGUALDE,4ºT 2023,546.0,2023,4,1342.5,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,15.671739130434782,8.716304347826087,2035356.58,14.378260869565215,463.6,6.302618975744905,774.0,855.0,985.0,896.0,830.0,1017.0,1165.0,1308.0,687.0,1165.0,1334.0,1364.0,1423.0,1302.0,1149.0,795.0,936.0,607.0,18592.0,84.8
Nelas,1941809,NELAS,4ºT 2023,579.0,2023,4,1305.6,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,16.419565217391302,9.660869565217393,2083068.12,13.746739130434785,513.1,6.361302477572996,540.0,686.0,704.0,584.0,563.0,686.0,886.0,969.0,503.0,812.0,868.0,953.0,1034.0,968.0,798.0,656.0,701.0,412.0,13323.0,106.0
Oliveira de Frades,1941810,OLIVEIRA DE FRADES,4ºT 2023,603.0,2023,4,1391.3,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,16.9,9.25108695652174,1813738.92,6.895652173913043,596.0,6.401917196727186,440.0,486.0,530.0,533.0,503.0,619.0,610.0,764.0,384.0,666.0,698.0,717.0,610.0,553.0,523.0,388.0,383.0,356.0,9763.0,67.2
Penalva do Castelo,1941811,PENALVA DO CASTELO,4ºT 2023,432.0,2023,4,1089.9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,15.657608695652174,8.63804347826087,2012039.36,14.269565217391303,541.8000000000001,6.068425588244111,286.0,354.0,342.0,338.0,258.0,327.0,461.0,505.0,244.0,461.0,484.0,527.0,588.0,552.0,558.0,402.0,490.0,165.0,7342.0,54.7
Tondela,1941821,TONDELA,4ºT 2023,606.0,2023,4,1306.3,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,17.042391304347827,9.865217391304348,1960201.26,11.141304347826088,626.0,6.406879986069314,930.0,1106.0,1300.0,1203.0,1193.0,1256.0,1509.0,1721.0,853.0,1758.0,1819.0,1994.0,1935.0,1918.0,1764.0,1385.0,1387.0,793.0,25824.0,69.6
Vila Nova de Paiva,1941822,VILA NOVA DE PAIVA,4ºT 2023,498.0,2023,4,1048.4,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,13.67608695652174,7.076086956521739,1862336.72,13.693478260869565,586.6,6.210600077024653,174.0,214.0,240.0,244.0,246.0,232.0,260.0,297.0,153.0,311.0,353.0,358.0,383.0,361.0,292.0,215.0,297.0,123.0,4753.0,27.1
Viseu,1941823,VISEU,4ºT 2023,1185.0,2023,4,1255.0,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,16.257608695652173,8.923913043478262,1907034.9,10.231521739130434,558.1,7.077498053569231,4769.0,5154.0,5549.0,5334.0,5253.0,5810.0,7475.0,8230.0,4360.0,7552.0,6795.0,6795.0,6718.0,5934.0,5087.0,3704.0,3532.0,3926.0,101977.0,201.1
Vouzela,1941824,VOUZELA,4ºT 2023,640.0,2023,4,1127.6,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,17.5,9.85108695652174,1813738.92,6.895652173913043,596.0,6.461468176353717,357.0,393.0,499.0,482.0,495.0,489.0,587.0,678.0,323.0,661.0,741.0,645.0,697.0,707.0,637.0,511.0,543.0,320.0,9765.0,50.4
Castelo Branco,1950502,CASTELO BRANCO,4ºT 2023,742.0,2023,4,1199.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.17391304347826,8.859782608695653,2108768.42,9.716304347826089,273.3,6.60934924316738,2215.0,2431.0,2512.0,2428.0,2554.0,2803.0,3509.0,3864.0,2039.0,3798.0,3760.0,3877.0,3870.0,3564.0,2985.0,2307.0,2553.0,1844.0,52913.0,36.8
Idanha-a-Nova,1950505,IDANHA-A-NOVA,4ºT 2023,278.0,2023,4,1171.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.328260869565216,9.184782608695652,2091362.0,9.735869565217392,237.7,5.627621113690637,299.0,296.0,354.0,308.0,337.0,365.0,391.0,511.0,244.0,520.0,519.0,625.0,673.0,688.0,671.0,601.0,842.0,248.0,8492.0,6.0
Oleiros,1950506,OLEIROS,4ºT 2023,538.0,2023,4,1187.9,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,16.467391304347824,9.157608695652174,2012457.74,10.979347826086956,429.3,6.2878585601617845,104.0,114.0,183.0,181.0,161.0,205.0,244.0,244.0,98.0,260.0,357.0,411.0,445.0,467.0,419.0,388.0,499.0,106.0,4886.0,10.4
Penamacor,1950507,PENAMACOR,4ºT 2023,314.0,2023,4,1058.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,16.166304347826088,8.652173913043478,2119633.75,11.045652173913044,341.2,5.749392985908253,119.0,144.0,176.0,173.0,198.0,189.0,221.0,251.0,112.0,283.0,351.0,394.0,394.0,405.0,390.0,331.0,561.0,105.0,4797.0,8.5
Vila de Rei,1950510,VILA DE REI,4ºT 2023,400.0,2023,4,1007.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.918478260869566,9.992391304347825,2126892.67,12.384782608695652,395.5,5.991464547107982,104.0,122.0,180.0,166.0,156.0,190.0,183.0,193.0,124.0,199.0,199.0,218.0,245.0,263.0,190.0,196.0,396.0,118.0,3442.0,18.0
Celorico da Beira,1960903,CELORICO DA BEIRA,4ºT 2023,295.0,2023,4,1165.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.475,8.183695652173913,2058178.49,12.857608695652177,395.4,5.68697535633982,230.0,284.0,322.0,279.0,236.0,284.0,390.0,419.0,194.0,424.0,457.0,518.0,558.0,488.0,466.0,367.0,503.0,186.0,6605.0,26.7
Figueira de Castelo Rodrigo,1960904,FIGUEIRA DE CASTELO RODRIGO,4ºT 2023,185.0,2023,4,1036.3,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,14.998913043478264,6.993478260869565,2057631.32,10.070652173913045,256.9,5.220355825078324,191.0,207.0,216.0,190.0,204.0,238.0,268.0,295.0,153.0,304.0,334.0,377.0,406.0,409.0,360.0,321.0,413.0,158.0,5044.0,9.9
Fornos de Algodres,1960905,FORNOS DE ALGODRES,4ºT 2023,405.0,2023,4,1011.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,14.86413043478261,7.636956521739131,2082840.51,11.01086956521739,372.8,6.003887067106539,150.0,186.0,183.0,186.0,187.0,207.0,239.0,256.0,130.0,284.0,310.0,389.0,321.0,319.0,294.0,279.0,341.0,122.0,4383.0,33.3
Gouveia,1960906,GOUVEIA,4ºT 2023,446.0,2023,4,1098.8,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,19.046739130434784,12.541304347826086,2329353.41,13.229347826086956,286.6,6.100318952020064,414.0,487.0,540.0,480.0,483.0,507.0,596.0,756.0,352.0,727.0,877.0,975.0,1101.0,1034.0,929.0,748.0,900.0,316.0,12222.0,40.7
Guarda,1960907,GUARDA,4ºT 2023,706.0,2023,4,1330.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.790217391304347,5.251086956521739,2062870.04,13.47608695652174,315.5,6.559615237493242,1570.0,1871.0,2098.0,2045.0,1969.0,2173.0,2601.0,3022.0,1431.0,2985.0,3136.0,3198.0,2876.0,2427.0,1959.0,1497.0,1789.0,1364.0,40011.0,56.2
Manteigas,1960908,MANTEIGAS,4ºT 2023,329.0,2023,4,1067.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11195652173913,7.279347826086957,2062423.15,7.191304347826088,501.9,5.796057750765372,82.0,113.0,147.0,134.0,114.0,132.0,145.0,163.0,65.0,188.0,193.0,253.0,298.0,251.0,239.0,143.0,177.0,101.0,2938.0,24.1
Pinhel,1960910,PINHEL,4ºT 2023,315.0,2023,4,1045.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85217391304348,6.968478260869565,1992021.79,10.439130434782609,269.1,5.752572638825633,240.0,307.0,339.0,288.0,296.0,283.0,435.0,457.0,214.0,504.0,568.0,667.0,686.0,649.0,633.0,481.0,640.0,162.0,7849.0,16.2
Sabugal,1960911,SABUGAL,4ºT 2023,391.0,2023,4,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.610869565217392,7.781521739130435,2104520.49,13.670652173913044,376.9,5.968707559985366,310.0,316.0,419.0,419.0,437.0,483.0,542.0,554.0,317.0,596.0,760.0,879.0,1055.0,1013.0,945.0,822.0,1148.0,255.0,11270.0,13.7
Seia,1960912,SEIA,4ºT 2023,527.0,2023,4,1081.1,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,16.184782608695652,8.943478260869565,2103241.95,9.809782608695652,623.3,6.267200548541362,736.0,853.0,891.0,928.0,847.0,995.0,1211.0,1412.0,727.0,1349.0,1578.0,1753.0,1891.0,1771.0,1561.0,1122.0,1249.0,567.0,21441.0,49.2
Alenquer,1D11101,ALENQUER,4ºT 2023,1389.0,2023,4,1382.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.792391304347827,12.267391304347823,2268983.68,11.695652173913045,225.9,7.236339342754344,2493.0,2659.0,2786.0,2677.0,2826.0,3074.0,3729.0,4056.0,2418.0,3577.0,3185.0,2916.0,2590.0,2371.0,2004.0,1411.0,1363.0,2184.0,48319.0,158.8
Arruda dos Vinhos,1D11102,ARRUDA DOS VINHOS,4ºT 2023,1464.0,2023,4,1283.1,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0,19.52934782608696,12.373913043478264,2347560.95,12.790217391304347,241.1,7.288927694521257,911.0,996.0,871.0,841.0,744.0,913.0,1197.0,1363.0,755.0,1218.0,1077.0,887.0,725.0,690.0,616.0,424.0,424.0,669.0,15321.0,196.5
