municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Proença-a-Nova,592.0,1020.1254027777778,11.21016926129426,14.213186813186814,133.8,1.4703296703296704,0,35,80,1,2022,2,11,1106.3,18.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.3835066348840055,165.0,683.0,858.0,1512.0,1164.0,2721.0,3
Vila Velha de Ródão,219.0,1024.5223,11.258486813186812,10.405494505494506,86.9,0.954945054945055,0,32,81,4,2022,2,11,1474.7,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.389071729816501,111.0,304.0,391.0,711.0,434.0,1516.0,3
Sertã,718.0,1024.1292166666667,11.254167216117215,12.636263736263738,156.5,1.71978021978022,0,39,80,0,2022,2,11,1017.1,33.3,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.576469569048224,455.0,1772.0,2069.0,3523.0,2327.0,4720.0,3
Almeida,234.0,1013.1065333333332,11.133038827838828,11.421978021978022,97.3,1.0692307692307692,0,36,78,0,2022,2,11,1006.4,11.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.455321115357702,98.0,411.0,636.0,1099.0,936.0,2517.0,3
Belmonte,455.0,1068.3412611111112,11.74001385836386,12.346153846153848,77.7,0.8538461538461539,0,23,85,0,2022,2,11,958.4,52.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,6.12029741895095,194.0,672.0,796.0,1538.0,971.0,2007.0,3
Covilhã,782.0,1010.2536583333332,11.101688553113553,9.552747252747253,144.9,1.5923076923076924,0,42,79,0,2022,2,11,1115.6,82.9,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.661854740545311,1452.0,5344.0,6465.0,11752.0,6936.0,14132.0,0
Figueira de Castelo Rodrigo,177.0,1022.3798888888888,11.234943833943834,10.174725274725274,107.0,1.175824175824176,0,42,82,0,2022,2,11,971.1,10.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,5.176149732573829,153.0,567.0,591.0,1089.0,744.0,1921.0,3
Fornos de Algodres,237.0,1025.701288888889,11.271442735042736,11.232967032967034,112.2,1.232967032967033,0,44,84,0,2022,2,11,938.7,33.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,5.468060141135132,123.0,468.0,539.0,974.0,701.0,1568.0,3
Fundão,508.0,1052.1036333333334,11.56157838827839,9.332967032967032,87.2,0.9582417582417584,0,37,83,1,2022,2,11,1123.0,38.0,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0,6.230481447578482,836.0,3037.0,3499.0,6462.0,4060.0,8736.0,0
Gouveia,421.0,896.5028277777777,9.851679426129426,9.276923076923078,29.8,0.3274725274725275,0,28,84,7,2022,2,11,1022.1,40.3,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,6.042632833682381,306.0,1244.0,1399.0,2565.0,1897.0,4704.0,3
Mêda,243.0,1028.7424277777775,11.304861843711842,11.45164835164835,117.6,1.2923076923076922,0,43,85,0,2022,2,11,937.4,16.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,5.493061443340548,96.0,456.0,534.0,996.0,723.0,1771.0,3
Seia,490.0,1004.0231305555556,11.033221214896216,9.451648351648352,201.9,2.218681318681319,0,49,79,0,2022,2,11,1031.0,49.2,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,6.194405391104672,585.0,2306.0,2596.0,5038.0,3386.0,7529.0,0
Trancoso,295.0,1023.5336083333332,11.24762206959707,13.085714285714284,121.8,1.3384615384615384,0,47,83,1,2022,2,11,1074.5,22.9,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0,5.68697535633982,236.0,828.0,951.0,1948.0,1276.0,3050.0,3
Alcobaça,1076.0,894.1786472222223,9.82613898046398,10.951648351648352,211.4,2.323076923076924,0,76,82,57,2022,2,11,1130.1,138.0,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0,6.98100574072173,2121.0,7316.0,8832.0,15118.0,8242.0,14710.0,0
Arruda dos Vinhos,1306.0,1062.713836111111,11.678174023199022,17.626373626373628,74.10000000000001,0.8142857142857144,3,36,81,4,2022,2,11,1192.3,191.3,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0,7.174724309836376,690.0,2626.0,2296.0,4615.0,1870.0,2813.0,3
Bombarral,861.0,1056.8872972222223,11.614146123321124,15.967032967032967,119.7,1.3153846153846154,3,49,80,7,2022,2,11,1061.0,148.4,1.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,3.0,5.0,3.0,3.0,14.0,4.0,2.0,0.0,6.7580945044277305,557.0,1812.0,2061.0,3574.0,1864.0,3681.0,3
Cadaval,803.0,1032.4339916666668,11.34542847985348,16.263736263736263,93.0,1.021978021978022,3,44,80,5,2022,2,11,1104.7,80.4,1.0,0.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,2.0,2.0,18.0,4.0,3.0,0.0,6.688354713946762,474.0,1855.0,2005.0,3705.0,1904.0,4125.0,3
Lourinhã,1208.0,1055.8064805555557,11.602269017094017,19.07692307692308,94.8,1.0417582417582418,5,48,83,10,2022,2,11,1099.0,188.0,0.0,0.0,1.0,1.0,0.0,13.0,3.0,1.0,3.0,11.0,2.0,8.0,30.0,2.0,2.0,0.0,7.0967213784947605,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0,3
Nazaré,1655.0,857.8137361111111,9.426524572649573,8.82967032967033,549.6,6.039560439560439,0,83,74,55,2022,2,11,1138.8,186.2,2.0,0.0,2.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,6.0,2.0,26.0,5.0,2.0,0.0,7.411556287811163,601.0,2056.0,2319.0,4157.0,2188.0,4031.0,3
Óbidos,1547.0,1058.3123138888889,11.629805647130649,16.875824175824178,104.5,1.1483516483516485,3,52,81,6,2022,2,11,1106.6,90.6,1.0,3.0,1.0,2.0,7.0,20.0,3.0,8.0,12.0,10.0,4.0,3.0,49.0,5.0,1.0,3.0,7.344072850573066,522.0,1667.0,1937.0,3478.0,1848.0,3375.0,0
Peniche,1339.0,1061.6726166666667,11.666732051282052,20.10879120879121,104.3,1.146153846153846,8,52,84,11,2022,2,11,1089.4,350.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,5.0,3.0,3.0,22.0,2.0,1.0,2.0,7.199678345691172,1194.0,3867.0,3998.0,7222.0,3745.0,7119.0,3
Sobral de Monte Agraço,946.0,1063.6567138888888,11.688535317460316,17.78131868131868,76.8,0.843956043956044,3,41,82,0,2022,2,11,1101.1,220.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,1.0,0.0,6.852242569051878,513.0,1848.0,1857.0,3504.0,1434.0,2312.0,3
Torres Vedras,1416.0,1056.3323305555557,11.608047588522588,17.885714285714286,93.8,1.0307692307692309,3,51,81,9,2022,2,11,1146.9,211.5,1.0,0.0,1.0,5.0,4.0,36.0,5.0,1.0,7.0,34.0,6.0,12.0,78.0,9.0,4.0,0.0,7.255591274253665,3684.0,12279.0,14147.0,24799.0,11609.0,19584.0,0
Abrantes,528.0,1014.2541361111112,11.145649847374848,14.394505494505497,115.1,1.2648351648351648,1,34,80,0,2022,2,11,1204.7,47.4,1.0,0.0,1.0,5.0,2.0,10.0,7.0,0.0,19.0,22.0,10.0,6.0,47.0,12.0,10.0,1.0,6.269096283706261,1015.0,4016.0,4225.0,8512.0,5389.0,10701.0,0
Constância,721.0,1025.9963055555556,11.274684676434678,12.42087912087912,108.2,1.189010989010989,0,52,77,8,2022,2,11,1291.3,48.2,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,3.0,1.0,7.0,2.0,3.0,0.0,6.580639137284949,145.0,562.0,536.0,1113.0,553.0,968.0,3
Entroncamento,733.0,1046.1499194444443,11.496152960927962,13.936263736263736,80.9,0.8890109890109891,1,34,82,4,2022,2,11,1274.5,1554.7,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,6.597145701886651,912.0,3323.0,3436.0,6108.0,3086.0,4481.0,3
Ferreira do Zêzere,714.0,1031.5553333333332,11.335772893772893,14.493406593406595,163.3,1.7945054945054946,0,41,79,0,2022,2,11,1070.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,6.570882962339584,252.0,961.0,1095.0,1908.0,1149.0,2532.0,3
Mação,279.0,1038.510297222222,11.412201068376069,13.278021978021975,118.1,1.2978021978021976,0,37,81,0,2022,2,11,995.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,5.631211781821365,140.0,546.0,774.0,1285.0,1002.0,2641.0,3
Sardoal,445.0,1039.1899916666666,11.419670238095238,13.44065934065934,113.3,1.245054945054945,0,40,79,0,2022,2,11,907.0,38.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.09807428216624,93.0,372.0,513.0,908.0,566.0,1119.0,3
Tomar,808.0,1029.5793083333333,11.314058333333334,16.66813186813187,118.7,1.3043956043956042,3,38,80,4,2022,2,11,1113.5,103.8,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0,6.694562058521095,1144.0,4352.0,5134.0,8778.0,5712.0,11337.0,3
Torres Novas,703.0,1042.092102777778,11.45156156898657,13.64065934065934,89.8,0.9868131868131867,1,33,82,5,2022,2,11,1227.9,127.4,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0,6.555356891810665,1206.0,4616.0,4681.0,9031.0,5029.0,9837.0,0
Vila Nova da Barquinha,769.0,1046.1499194444443,11.496152960927962,13.936263736263736,80.9,0.8890109890109891,1,34,82,3,2022,2,11,1014.4,151.4,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0,6.645090969505644,297.0,1035.0,1144.0,1968.0,1047.0,2010.0,3
Almeirim,775.0,830.9175944444445,9.130962576312577,8.314285714285715,941.3,10.343956043956045,0,90,68,12,2022,2,11,1120.3,101.7,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0,6.652863029353347,857.0,3312.0,3296.0,6347.0,3026.0,5752.0,0
Alpiarça,571.0,1037.3461305555556,11.399408028083029,12.612087912087912,93.5,1.0274725274725274,0,38,82,3,2022,2,11,1105.4,75.6,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0,6.3473892096560105,256.0,1038.0,1031.0,1863.0,978.0,2047.0,3
Azambuja,995.0,1049.6737277777777,11.534876129426127,15.62967032967033,53.0,0.5824175824175825,2,36,83,6,2022,2,11,1134.8,85.1,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0,6.902742737158593,898.0,3168.0,3555.0,6588.0,2944.0,5210.0,3
Benavente,1034.0,1063.5545694444445,11.687412851037852,12.152747252747254,88.5,0.9725274725274724,0,38,85,0,2022,2,11,1278.6,60.6,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0,6.941190055068375,1448.0,5127.0,5328.0,9330.0,4102.0,6260.0,3
Cartaxo,825.0,1047.8097555555555,11.514392918192918,14.461538461538462,71.4,0.7846153846153847,2,37,82,5,2022,2,11,1170.3,151.7,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0,6.715383386334681,946.0,3296.0,3612.0,6800.0,3307.0,6036.0,3
Chamusca,457.0,1050.795913888889,11.547207844932846,14.53076923076923,93.6,1.0285714285714287,1,39,82,6,2022,2,11,1076.6,11.5,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0,6.124683390894205,274.0,997.0,1099.0,2188.0,1311.0,2691.0,0
Coruche,805.0,1031.1958666666667,11.331822710622712,12.88241758241758,87.9,0.965934065934066,0,34,81,2,2022,2,11,1111.6,15.6,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0,6.690842277418564,584.0,2081.0,2151.0,4154.0,2652.0,5751.0,3
Rio Maior,740.0,1041.8708888888889,11.449130647130646,17.47032967032967,95.7,1.0516483516483517,3,43,81,3,2022,2,11,1184.4,80.5,2.0,0.0,1.0,2.0,2.0,11.0,2.0,3.0,5.0,11.0,2.0,3.0,49.0,1.0,2.0,1.0,6.606650186198215,978.0,3066.0,3637.0,6085.0,2977.0,5210.0,3
Salvaterra de Magos,1117.0,1049.150425,11.52912554945055,14.320879120879122,71.0,0.7802197802197802,1,38,83,4,2022,2,11,1096.6,93.7,1.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,4.0,4.0,3.0,2.0,17.0,2.0,0.0,0.0,7.018401799069201,885.0,3132.0,3466.0,6145.0,3189.0,6046.0,3
Santarém,818.0,1041.835263888889,11.448739163614164,12.03076923076923,74.2,0.8153846153846154,0,35,83,2,2022,2,11,1227.7,109.2,1.0,14.0,3.0,9.0,3.0,36.0,8.0,2.0,12.0,21.0,10.0,6.0,81.0,5.0,9.0,1.0,6.706862336602747,2349.0,8533.0,8952.0,16359.0,8363.0,15779.0,0
Amadora,1929.0,1054.5289666666667,11.588230402930405,15.446153846153845,79.7,0.8758241758241758,2,37,82,2,2022,2,11,1611.9,7363.6,1.0,3.0,1.0,5.0,7.0,45.0,8.0,10.0,3.0,69.0,17.0,12.0,108.0,9.0,10.0,2.0,7.564757012905729,8995.0,25180.0,31715.0,48288.0,21333.0,39596.0,2
Cascais,3276.0,1061.9621083333334,11.66991327838828,16.34285714285714,114.4,1.2571428571428571,3,43,82,8,2022,2,11,1346.7,2230.2,2.0,3.0,3.0,6.0,7.0,61.0,6.0,29.0,17.0,58.0,19.0,15.0,171.0,11.0,6.0,5.0,8.09437844497296,8828.0,34729.0,32540.0,61519.0,29414.0,50196.0,2
Lisboa,3704.0,1074.0344666666667,11.802576556776556,14.53956043956044,79.7,0.8758241758241758,1,39,84,10,2022,2,11,1856.3,5572.4,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0,8.21716859576607,26257.0,74892.0,105537.0,154569.0,66779.0,129485.0,4
Loures,2062.0,1067.4284194444444,11.72998263125763,17.35164835164835,66.89999999999999,0.7351648351648351,3,31,83,14,2022,2,11,1353.5,1222.3,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0,7.631431664576906,10440.0,31031.0,34571.0,57267.0,25175.0,45935.0,2
Mafra,1879.0,1040.9058138888888,11.438525427350427,19.063736263736264,99.6,1.0945054945054944,6,51,79,0,2022,2,11,1163.4,306.4,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0,7.538494999413465,4147.0,15698.0,13733.0,28624.0,11005.0,16142.0,0
Oeiras,2822.0,1061.9621083333334,11.66991327838828,16.34285714285714,114.4,1.2571428571428571,3,43,82,8,2022,2,11,2019.9,3789.2,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0,7.945201132412759,7491.0,26474.0,26805.0,49425.0,21223.0,42432.0,2
Sintra,1688.0,1036.5447027777775,11.390601129426129,17.65714285714286,106.1,1.1659340659340658,4,50,79,5,2022,2,11,1354.7,1223.8,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0,7.431299675155903,19526.0,60696.0,71925.0,113989.0,52095.0,72435.0,2
Vila Franca de Xira,1626.0,1071.0790027777778,11.77009893162393,15.528571428571428,70.10000000000001,0.7703296703296704,2,32,83,13,2022,2,11,1388.4,435.2,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0,7.3938782901077555,6588.0,22255.0,22613.0,42507.0,17775.0,26726.0,0
Alcochete,1979.0,1070.942275,11.76859642857143,14.836263736263737,79.0,0.8681318681318682,1,35,85,5,2022,2,11,2071.7,154.4,1.0,0.0,1.0,2.0,2.0,21.0,4.0,9.0,7.0,17.0,5.0,4.0,34.0,7.0,3.0,0.0,7.590346945602565,824.0,3574.0,2969.0,6385.0,2490.0,3581.0,0
Almada,2026.0,1074.0344666666667,11.802576556776556,14.53956043956044,79.7,0.8758241758241758,1,39,84,7,2022,2,11,1260.3,2562.1,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0,7.613818684808629,8008.0,25944.0,29325.0,49286.0,23361.0,43447.0,2
Barreiro,1349.0,1088.4482694444443,11.960969993894992,14.392307692307693,68.4,0.7516483516483518,1,41,85,9,2022,2,11,1239.1,2171.1,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0,7.207118856207756,3417.0,11264.0,12533.0,21762.0,9678.0,20352.0,0
Seixal,1627.0,1088.4482694444443,11.960969993894992,14.392307692307693,68.4,0.7516483516483518,1,41,85,9,2022,2,11,1418.9,1783.2,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0,7.394493107219038,8124.0,26089.0,28307.0,48655.0,21270.0,37758.0,2
Sesimbra,1759.0,1090.395763888889,11.982371031746032,19.91868131868132,72.9,0.8010989010989011,5,28,86,24,2022,2,11,1100.6,279.0,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0,7.472500744737558,2480.0,8735.0,8613.0,16498.0,7006.0,11280.0,3
Setúbal,1516.0,1064.3856083333333,11.696545146520146,15.237362637362637,71.3,0.7835164835164835,1,36,84,6,2022,2,11,1341.2,535.2,2.0,0.0,2.0,5.0,7.0,35.0,4.0,5.0,12.0,41.0,15.0,9.0,82.0,7.0,13.0,1.0,7.323830566202317,5171.0,19087.0,18861.0,34908.0,15903.0,29332.0,0
Alcácer do Sal,888.0,1063.786325,11.689959615384616,13.45934065934066,81.7,0.8978021978021978,0,38,84,2,2022,2,11,1126.8,7.4,1.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,6.0,8.0,8.0,5.0,27.0,4.0,2.0,0.0,6.78897174299217,368.0,1395.0,1389.0,2764.0,1635.0,3505.0,3
Grândola,1700.0,1085.302541666667,11.926401556776558,14.661538461538465,87.0,0.956043956043956,0,37,86,2,2022,2,11,1272.5,17.0,2.0,0.0,2.0,3.0,1.0,11.0,4.0,0.0,6.0,15.0,9.0,5.0,41.0,5.0,3.0,1.0,7.438383530044307,532.0,1870.0,1964.0,3919.0,1881.0,3837.0,0
Odemira,1368.0,1073.2729416666666,11.794208150183149,14.48791208791209,97.5,1.0714285714285714,0,35,84,11,2022,2,11,1000.0,18.6,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0,7.221105098182496,1192.0,3312.0,6638.0,9537.0,4083.0,7171.0,3
Santiago do Cacém,1198.0,1093.6681027777777,12.018330799755798,15.84175824175824,102.3,1.1241758241758242,2,39,87,1,2022,2,11,1159.1,26.5,0.0,0.0,2.0,5.0,1.0,12.0,3.0,0.0,5.0,15.0,7.0,6.0,37.0,2.0,1.0,1.0,7.088408778675395,1092.0,3656.0,3627.0,7437.0,4011.0,8303.0,3
Sines,1482.0,1090.6335166666668,11.9849836996337,15.13956043956044,105.9,1.1637362637362636,1,39,86,7,2022,2,11,1925.5,72.0,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0,7.301147805856032,667.0,2183.0,2174.0,4207.0,2059.0,3355.0,0
Aljustrel,534.0,1051.2675972222223,11.55239117826618,12.002197802197802,68.0,0.7472527472527473,0,30,85,1,2022,2,11,1381.7,19.4,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0,6.280395838960195,364.0,1112.0,1278.0,2268.0,1334.0,2551.0,3
Almodôvar,554.0,1064.4149444444445,11.69686752136752,13.57912087912088,70.9,0.7791208791208791,0,25,85,1,2022,2,11,1049.8,8.6,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0,6.317164686747284,249.0,803.0,885.0,1649.0,962.0,2141.0,3
Alvito,521.0,1062.0399166666666,11.670768315018314,5.747252747252747,217.7,2.392307692307692,0,44,81,2,2022,2,11,1148.6,8.5,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,6.255750041753367,95.0,319.0,319.0,577.0,322.0,631.0,3
Beja,856.0,1054.125522222222,11.583796947496946,12.585714285714284,68.0,0.7472527472527473,0,26,84,0,2022,2,11,1227.8,29.3,2.0,0.0,1.0,2.0,1.0,8.0,3.0,3.0,13.0,12.0,6.0,3.0,42.0,3.0,2.0,2.0,6.752270376141742,1538.0,5088.0,5116.0,9288.0,4770.0,7817.0,3
Castro Verde,635.0,1060.6581888888888,11.655584493284492,13.471428571428572,59.2,0.6505494505494506,0,26,85,0,2022,2,11,2075.0,12.2,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0,6.453624998892692,276.0,890.0,990.0,1814.0,1108.0,1879.0,0
Cuba,625.0,989.6020916666666,10.87474826007326,11.5989010989011,399.1,4.385714285714286,0,79,83,9,2022,2,11,1101.1,25.8,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,9.0,2.0,1.0,0.0,6.437751649736401,181.0,622.0,676.0,1190.0,662.0,1117.0,3
Mértola,326.0,1055.422036111111,11.598044352869351,12.210989010989012,48.0,0.5274725274725275,0,24,83,3,2022,2,11,972.0,4.8,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,13.0,4.0,5.0,4.0,16.0,2.0,3.0,0.0,5.786897381366708,157.0,595.0,687.0,1491.0,992.0,2257.0,3
Moura,545.0,1041.001063888889,11.43957213064713,10.2021978021978,61.1,0.6714285714285715,0,28,83,2,2022,2,11,1054.7,13.9,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0,6.300785794663244,659.0,2091.0,1907.0,3194.0,1937.0,3539.0,3
Ourique,636.0,1061.65105,11.666495054945054,12.786813186813186,69.8,0.767032967032967,0,27,85,1,2022,2,11,1012.7,7.3,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0,6.455198563340122,162.0,519.0,620.0,1180.0,701.0,1637.0,3
Serpa,588.0,1036.2024694444444,11.386840323565323,11.17142857142857,59.8,0.6571428571428571,0,26,82,2,2022,2,11,1013.6,12.4,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0,6.376726947898627,544.0,1683.0,1962.0,3390.0,2272.0,3894.0,3
Vidigueira,462.0,1055.5080444444443,11.5989894993895,12.9021978021978,74.4,0.8175824175824177,0,28,85,0,2022,2,11,1113.9,16.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,6.135564891081739,233.0,696.0,812.0,1349.0,752.0,1399.0,3
Alter do Chão,381.0,1024.8731416666667,11.262342216117217,10.31868131868132,92.9,1.020879120879121,0,34,81,0,2022,2,11,1006.0,8.7,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,0.0,1.0,5.942799375126701,108.0,410.0,421.0,727.0,473.0,1025.0,3
Arronches,500.0,1042.1732472222222,11.452453266178267,11.276923076923078,78.9,0.8670329670329671,0,30,82,0,2022,2,11,979.1,8.8,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,6.214608098422191,91.0,328.0,371.0,730.0,414.0,842.0,3
Avis,465.0,1027.7633083333333,11.294102289377289,11.282417582417583,91.4,1.0043956043956044,0,35,77,1,2022,2,11,1078.3,6.2,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0,2.0,2.0,14.0,0.0,0.0,0.0,6.142037405587356,136.0,454.0,498.0,923.0,543.0,1230.0,3
Castelo de Vide,410.0,1039.2032916666667,11.419816391941392,12.236263736263735,80.2,0.8813186813186813,0,37,83,1,2022,2,11,1018.8,12.1,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,6.016157159698354,98.0,319.0,408.0,794.0,484.0,1107.0,3
Crato,333.0,932.088213888889,10.242727625152623,7.903296703296704,182.3,2.003296703296704,0,61,83,28,2022,2,11,931.6,8.2,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,1.0,5.808142489980444,95.0,305.0,392.0,753.0,480.0,1237.0,3
Elvas,500.0,1054.800463888889,11.59121388888889,11.808791208791208,66.3,0.7285714285714285,0,28,83,0,2022,2,11,1068.3,32.4,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0,6.214608098422191,872.0,3084.0,3033.0,5333.0,3116.0,5014.0,3
