municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Ponte de Lima,1099.0,679.5985916666667,7.551095462962963,8.595555555555556,267.8,2.975555555555556,0,44,58,0,2022,1,10,1074.8,128.2,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0,7.002155954403621,1462.0,5444.0,6540.0,11467.0,5910.0,10243.0,3
Valença,733.0,659.9328694444445,7.332587438271605,14.504444444444443,78.9,0.8766666666666667,1,33,40,0,2022,1,10,1070.4,118.9,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0,6.597145701886651,501.0,1835.0,2177.0,3805.0,1930.0,3684.0,3
Viana do Castelo,1129.0,683.0883861111112,7.589870956790124,12.221111111111112,233.5,2.594444444444445,0,44,60,0,2022,1,10,1246.0,270.4,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0,7.029087564149662,3170.0,11209.0,12907.0,23704.0,12802.0,22463.0,0
Vila Nova de Cerveira,745.0,670.6201527777778,7.451335030864198,10.036666666666664,266.6,2.9622222222222225,0,41,57,0,2022,1,10,1238.5,84.7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0,6.61338421837956,342.0,1168.0,1458.0,2564.0,1192.0,2467.0,3
Amares,988.0,665.2570027777778,7.391744475308641,8.003333333333332,278.6,3.095555555555556,0,40,58,0,2022,1,10,1063.4,234.5,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0,6.895682697747868,748.0,2719.0,3306.0,5512.0,2660.0,4272.0,3
Barcelos,962.0,674.2664722222222,7.491849691358024,10.136666666666668,196.4,2.1822222222222223,0,41,59,0,2022,1,10,1091.8,308.0,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0,6.8690144506657065,4396.0,16190.0,20469.0,34087.0,17271.0,24271.0,0
Braga,1200.0,676.4334222222222,7.515926913580247,8.817777777777778,218.7,2.43,0,39,60,0,2022,1,10,1286.0,1081.0,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0,7.090076835776092,8607.0,29071.0,35182.0,59489.0,27845.0,38061.0,2
Esposende,1251.0,686.5680666666667,7.628534074074074,12.672222222222222,206.0,2.2888888888888888,0,41,59,0,2022,1,10,1064.6,382.2,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0,7.131698510466912,1567.0,5291.0,6151.0,10707.0,5207.0,7539.0,3
Terras de Bouro,763.0,670.8424833333333,7.453805370370371,7.28,257.5,2.861111111111111,0,36,59,0,2022,1,10,1054.1,22.9,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0,6.637258031284457,179.0,782.0,910.0,1583.0,1021.0,1891.0,3
Vila Verde,881.0,674.9223722222222,7.499137469135802,7.984444444444445,229.4,2.548888888888889,0,35,61,0,2022,1,10,1012.5,207.8,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0,6.78105762593618,1952.0,6843.0,8024.0,13689.0,6441.0,10572.0,0
Cabeceiras de Basto,629.0,671.4373305555556,7.460414783950617,10.756666666666668,248.1,2.756666666666667,0,38,59,0,2022,1,10,922.0,64.1,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0,6.444131256700441,500.0,2229.0,2561.0,4184.0,2336.0,3699.0,3
Fafe,857.0,677.0288055555556,7.522542283950617,10.192222222222222,216.0,2.4,0,38,62,0,2022,1,10,981.2,220.7,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0,6.75343791859778,1738.0,6219.0,7760.0,13661.0,7305.0,11667.0,3
Guimarães,1050.0,679.1495166666666,7.546105740740741,10.725555555555555,214.7,2.3855555555555554,0,37,61,0,2022,1,10,1103.6,649.4,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0,6.956545443151569,6266.0,20838.0,26480.0,45538.0,24168.0,33204.0,2
Mondim de Basto,464.0,696.8433833333333,7.742704259259259,8.795555555555556,219.2,2.435555555555556,0,37,65,0,2022,1,10,902.8,37.2,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0,6.139884552226255,187.0,754.0,946.0,1574.0,1056.0,1892.0,3
Póvoa de Lanhoso,836.0,673.7345444444445,7.48593938271605,9.333333333333334,245.7,2.73,0,40,60,0,2022,1,10,970.7,165.7,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0,6.728628613084702,808.0,3086.0,3672.0,6108.0,3460.0,5177.0,3
Vieira do Minho,597.0,662.4537305555556,7.360597006172839,9.27777777777778,326.1,3.6233333333333335,0,39,58,0,2022,1,10,943.9,55.4,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0,6.391917113392602,339.0,1308.0,1751.0,2940.0,1979.0,3663.0,3
Vila Nova de Famalicão,1062.0,677.6274722222222,7.529194135802469,10.824444444444444,188.6,2.0955555555555554,0,39,59,0,2022,1,10,1257.8,670.0,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0,6.967909201801884,5526.0,18554.0,23228.0,39631.0,20110.0,28019.0,0
Vizela,994.0,683.6597888888889,7.59621987654321,11.572222222222225,204.7,2.2744444444444443,0,39,60,0,2022,1,10,1043.7,983.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0,6.901737206656574,1074.0,3300.0,4522.0,7235.0,3687.0,4479.0,3
Arouca,870.0,706.5681694444445,7.850757438271605,9.455555555555556,209.6,2.328888888888889,0,40,60,0,2022,1,10,1091.2,63.6,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0,6.76849321164863,718.0,2961.0,3204.0,5689.0,3173.0,5197.0,0
Gondomar,1324.0,686.9459194444445,7.632732438271605,12.161111111111111,192.9,2.143333333333333,0,39,61,0,2022,1,10,1141.0,1267.8,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0,7.188412736496954,6538.0,22615.0,27867.0,47651.0,25403.0,37177.0,2
Maia,1447.0,689.8060166666667,7.664511296296296,13.894444444444444,184.0,2.0444444444444443,0,39,61,0,2022,1,10,1430.5,1691.8,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0,7.277247726631484,5714.0,20767.0,23077.0,42994.0,19764.0,28016.0,2
Matosinhos,1893.0,694.7579555555556,7.719532839506173,13.843333333333334,173.7,1.93,0,38,60,0,2022,1,10,1536.5,2837.9,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0,7.545918151209323,6892.0,23548.0,28286.0,50328.0,26070.0,42019.0,2
Oliveira de Azeméis,801.0,682.2538861111111,7.580598734567901,10.696666666666667,240.0,2.6666666666666665,0,40,57,0,2022,1,10,1272.6,415.1,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0,6.68586094706836,2386.0,8438.0,10694.0,18663.0,10595.0,16093.0,0
Paredes,931.0,685.8643194444445,7.620714660493828,13.326666666666668,131.9,1.4655555555555555,1,37,58,0,2022,1,10,1059.1,544.7,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0,6.836259277277067,3555.0,13082.0,15429.0,25970.0,12664.0,14685.0,0
Porto,2332.0,694.7579555555556,7.719532839506173,13.843333333333334,173.7,1.93,0,38,60,0,2022,1,10,1628.7,5867.1,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0,7.754481547470383,9676.0,29477.0,45569.0,63002.0,32628.0,62664.0,1
Póvoa de Varzim,1479.0,690.1746472222222,7.668607191358025,12.945555555555554,188.9,2.098888888888889,0,41,61,0,2022,1,10,1134.2,806.0,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0,7.2991214627108,2599.0,9706.0,11402.0,19113.0,9357.0,14082.0,3
Santo Tirso,1000.0,681.2410916666666,7.569345462962962,11.73111111111111,194.6,2.1622222222222223,0,42,60,0,2022,1,10,1161.4,495.8,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,6.907755278982137,2338.0,8018.0,10623.0,18646.0,10767.0,17313.0,0
São João da Madeira,851.0,687.7783583333334,7.641981759259259,10.421111111111111,228.7,2.541111111111111,0,39,59,0,2022,1,10,1212.6,2940.6,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0,6.746412128573375,833.0,3118.0,3960.0,6616.0,3531.0,5290.0,3
Vale de Cambra,900.0,687.7783583333334,7.641981759259259,10.421111111111111,228.7,2.541111111111111,0,39,59,0,2022,1,10,1261.4,144.2,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,6.802394763324311,703.0,2475.0,3057.0,5666.0,3174.0,6169.0,3
Valongo,1277.0,686.9459194444445,7.632732438271605,12.161111111111111,192.9,2.143333333333333,0,39,61,0,2022,1,10,1229.6,1310.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,7.152268856032539,4120.0,14095.0,17041.0,29669.0,13704.0,19781.0,0
Vila do Conde,1438.0,690.1746472222222,7.668607191358025,12.945555555555554,188.9,2.098888888888889,0,41,61,0,2022,1,10,1267.1,560.5,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,7.271008538280992,3496.0,12295.0,13467.0,24902.0,11875.0,17497.0,0
Vila Nova de Gaia,1429.0,694.7579555555556,7.719532839506173,13.843333333333334,173.7,1.93,0,38,60,0,2022,1,10,1305.7,1831.5,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,7.264730177929867,12272.0,42402.0,50431.0,89221.0,45617.0,68598.0,2
Chaves,829.0,681.5402138888888,7.572669043209876,7.1,113.7,1.2633333333333334,0,35,62,0,2022,1,10,1094.2,63.1,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,6.720220155135295,1053.0,4245.0,4664.0,9016.0,5892.0,12456.0,3
Montalegre,514.0,666.2335444444444,7.402594938271605,10.156666666666666,240.5,2.672222222222222,0,43,60,0,2022,1,10,978.1,11.3,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,6.2422232654551655,224.0,762.0,1017.0,1893.0,1543.0,3700.0,3
Ribeira de Pena,450.0,692.703725,7.696708055555555,8.668888888888889,219.4,2.437777777777778,0,37,65,0,2022,1,10,1140.2,26.8,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,6.1092475827643655,168.0,679.0,756.0,1375.0,975.0,1883.0,3
Valpaços,481.0,705.3453361111111,7.837170401234568,6.36888888888889,87.7,0.9744444444444444,0,26,64,0,2022,1,10,931.0,26.5,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0,6.175867270105761,360.0,1376.0,1540.0,2965.0,2349.0,5967.0,0
Vila Pouca de Aguiar,595.0,703.3521805555555,7.815024228395061,9.51888888888889,143.8,1.597777777777778,0,39,63,0,2022,1,10,978.1,26.9,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,6.38856140554563,287.0,1145.0,1509.0,2552.0,2089.0,4171.0,3
Castelo de Paiva,804.0,703.6754138888889,7.818615709876544,9.094444444444443,183.8,2.042222222222222,0,40,60,0,2022,1,10,967.0,133.8,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,6.689599269178967,480.0,2116.0,2611.0,4330.0,2498.0,3357.0,3
Celorico de Basto,622.0,683.2120444444445,7.591244938271605,9.50777777777778,202.0,2.2444444444444445,0,34,60,0,2022,1,10,941.5,97.1,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0,6.432940092739179,568.0,2330.0,2792.0,4709.0,2805.0,4371.0,3
Cinfães,483.0,689.8899472222222,7.665443858024691,9.745555555555557,192.4,2.137777777777778,0,39,59,0,2022,1,10,988.4,73.4,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,47.0,1.0,3.0,0.0,6.180016653652572,607.0,2258.0,2628.0,4669.0,2788.0,4610.0,3
Felgueiras,853.0,683.2120444444445,7.591244938271605,9.50777777777778,202.0,2.2444444444444445,0,34,60,0,2022,1,10,1020.7,478.8,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0,6.748759547491679,2159.0,7621.0,10315.0,16023.0,8632.0,10666.0,3
Lousada,835.0,678.7319972222223,7.54146663580247,10.077777777777778,206.8,2.2977777777777777,0,40,59,0,2022,1,10,984.9,498.9,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0,6.727431724850855,2090.0,7187.0,9256.0,14461.0,7115.0,7822.0,3
Marco de Canaveses,792.0,690.1929277777778,7.668810308641975,9.165555555555557,178.9,1.9877777777777776,0,38,60,0,2022,1,10,989.4,245.0,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0,6.674561391814426,1753.0,7291.0,8917.0,14370.0,7664.0,9465.0,0
Paços de Ferreira,843.0,680.3393305555555,7.559325895061728,11.561111111111112,245.2,2.7244444444444444,0,42,61,0,2022,1,10,1012.8,787.2,1.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,3.0,7.0,3.0,3.0,36.0,2.0,1.0,0.0,6.736966958001855,2295.0,8225.0,10679.0,16739.0,8383.0,9561.0,3
Resende,408.0,815.6960638888888,9.063289598765431,4.890000000000001,692.3,7.692222222222222,0,66,62,27,2022,1,10,915.9,79.9,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,5.0,3.0,0.0,6.0112671744041615,314.0,1256.0,1474.0,2622.0,1603.0,2591.0,3
Alijó,665.0,701.3177972222222,7.792419969135802,8.412222222222223,107.5,1.1944444444444444,0,31,64,0,2022,1,10,1026.1,34.8,0.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,7.0,3.0,3.0,22.0,3.0,4.0,0.0,6.499787040655854,273.0,1097.0,1318.0,2438.0,1735.0,3501.0,3
Armamar,306.0,688.0565083333333,7.645072314814815,6.817777777777778,106.5,1.1833333333333331,0,34,58,0,2022,1,10,1007.0,48.6,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,5.723585101952381,144.0,643.0,821.0,1362.0,991.0,1732.0,3
Carrazeda de Ansiães,400.0,682.4145305555555,7.582383672839506,7.771111111111111,98.1,1.09,0,33,59,0,2022,1,10,955.9,19.3,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,9.0,6.0,0.0,0.0,5.991464547107982,133.0,542.0,624.0,1223.0,807.0,2067.0,3
Mesão Frio,493.0,698.5457305555556,7.761619228395062,5.99,94.1,1.0455555555555556,0,36,60,0,2022,1,10,1086.4,131.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0,6.20050917404269,100.0,396.0,529.0,884.0,594.0,1011.0,3
Murça,361.0,697.2089888888889,7.746766543209877,7.455555555555556,81.8,0.9088888888888887,0,28,62,0,2022,1,10,1026.8,27.6,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,3.0,0.0,5.8888779583328805,110.0,524.0,679.0,1146.0,885.0,1879.0,3
Sabrosa,483.0,701.3177972222222,7.792419969135802,8.412222222222223,107.5,1.1944444444444444,0,31,64,0,2022,1,10,1107.9,35.7,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0,6.180016653652572,160.0,609.0,773.0,1343.0,835.0,1878.0,3
Santa Marta de Penaguião,419.0,700.3373194444445,7.781525771604938,7.216666666666667,100.0,1.1111111111111112,0,31,62,0,2022,1,10,941.9,86.5,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,22.0,0.0,1.0,0.0,6.037870919922137,144.0,627.0,815.0,1457.0,1006.0,1944.0,3
Tabuaço,462.0,703.2164138888888,7.813515709876542,7.416666666666667,89.9,0.9988888888888888,0,32,59,0,2022,1,10,1074.4,37.7,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,6.135564891081739,149.0,520.0,713.0,1165.0,848.0,1648.0,3
Tarouca,578.0,680.9065777777778,7.565628641975309,9.011111111111113,101.9,1.1322222222222222,0,35,59,0,2022,1,10,966.0,74.7,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,6.359573868672378,250.0,1025.0,1121.0,1985.0,1204.0,1893.0,3
Torre de Moncorvo,320.0,708.1134,7.867926666666666,6.081111111111111,80.2,0.8911111111111112,0,26,61,0,2022,1,10,960.2,12.7,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,5.768320995793772,192.0,575.0,750.0,1403.0,1059.0,2764.0,3
Vila Nova de Foz Côa,317.0,700.6515888888889,7.7850176543209875,6.595555555555555,83.1,0.9233333333333332,0,30,57,0,2022,1,10,1033.4,15.9,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0,5.75890177387728,172.0,596.0,802.0,1454.0,993.0,2301.0,3
Vila Real,1094.0,663.3375694444444,7.370417438271605,9.124444444444444,214.8,2.3866666666666667,0,40,60,0,2022,1,10,1219.8,131.1,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,6.997595982981927,1746.0,6651.0,7360.0,14178.0,7627.0,12100.0,5
Alfândega da Fé,868.7591973244147,692.8851583333334,7.698723981481482,7.792222222222222,78.9,0.8766666666666667,0,33,62,0,2022,1,10,968.4,13.2,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,6.767065983671209,129.0,384.0,557.0,857.0,718.0,1600.0,3
Bragança,772.0,684.3894611111111,7.604327345679012,10.906666666666666,93.3,1.0366666666666666,0,33,58,0,2022,1,10,1144.2,29.9,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0,6.648984550024776,1268.0,4027.0,5701.0,9057.0,4975.0,10008.0,2
Mirandela,760.0,701.0960277777777,7.78995586419753,5.74,72.1,0.801111111111111,0,28,64,0,2022,1,10,1062.4,32.4,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0,6.633318433280377,613.0,2393.0,2965.0,5167.0,3178.0,7005.0,3
Mogadouro,278.0,698.6024416666667,7.762249351851851,9.843333333333334,87.0,0.9666666666666668,0,34,58,0,2022,1,10,980.7,10.9,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,5.627621113690637,196.0,759.0,961.0,1784.0,1370.0,3190.0,3
Vila Flor,409.0,698.1399777777777,7.75711086419753,6.8788888888888895,78.60000000000001,0.8733333333333334,0,31,62,0,2022,1,10,1014.3,22.7,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,6.013715156042802,175.0,594.0,755.0,1442.0,895.0,2167.0,3
Vinhais,250.0,680.6456083333334,7.562728981481482,10.425555555555556,115.9,1.287777777777778,0,30,63,0,2022,1,10,924.7,10.8,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,5.521460917862246,164.0,543.0,682.0,1499.0,1235.0,3390.0,3
Albergaria-a-Velha,820.0,696.3769694444444,7.737521882716049,11.904444444444444,204.9,2.276666666666667,0,33,59,0,2022,1,10,1256.1,159.5,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,6.709304340258298,976.0,3492.0,4067.0,7254.0,3669.0,5866.0,0
Aveiro,1417.0,720.7607944444444,8.008453271604937,11.78888888888889,170.5,1.8944444444444444,0,28,67,0,2022,1,10,1406.6,424.1,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,7.256297239690681,3473.0,11409.0,14504.0,24735.0,11453.0,18227.0,0
Estarreja,803.0,704.1348833333334,7.823720925925927,10.684444444444445,190.2,2.1133333333333333,0,33,61,0,2022,1,10,1383.1,246.4,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,6.688354713946762,1079.0,3607.0,4215.0,7163.0,4008.0,6584.0,3
Ílhavo,1311.0,720.0837638888889,8.000930709876544,11.356666666666667,159.70000000000002,1.7744444444444447,0,31,64,0,2022,1,10,1313.0,557.1,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0,7.1785454837637,1777.0,5784.0,6586.0,11921.0,5889.0,8981.0,0
Murtosa,1008.0,720.1799416666667,8.001999351851852,12.24888888888889,174.9,1.9433333333333327,1,34,65,0,2022,1,10,1039.7,146.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,6.915723448631314,435.0,1546.0,1713.0,2918.0,1466.0,2645.0,3
Oliveira do Bairro,839.0,711.5102222222222,7.905669135802468,10.752222222222224,153.4,1.7044444444444444,0,36,61,0,2022,1,10,1211.4,277.7,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,6.732210706467206,1046.0,3521.0,3958.0,7089.0,2949.0,5686.0,3
Ovar,1140.0,685.0633277777778,7.61181475308642,10.908888888888889,47.7,0.53,1,32,44,0,2022,1,10,1259.6,378.4,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,7.038783541388542,2228.0,7493.0,9187.0,16119.0,8343.0,12517.0,0
Sever do Vouga,644.0,695.0191638888889,7.722435154320988,11.48111111111111,234.7,2.6077777777777778,0,37,58,0,2022,1,10,1215.4,84.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,6.467698726104354,341.0,1289.0,1463.0,2849.0,1650.0,3323.0,3
Vagos,1094.0,720.3936722222222,8.004374135802468,11.05888888888889,150.6,1.6733333333333331,0,33,64,0,2022,1,10,1173.5,143.9,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,6.997595982981927,1041.0,3275.0,3830.0,6529.0,3284.0,5769.0,3
Cantanhede,777.0,717.1397166666667,7.968219074074074,12.28,153.3,1.7033333333333334,0,34,61,0,2022,1,10,1175.2,88.1,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,6.655440350367647,1255.0,4207.0,4666.0,8943.0,4842.0,10533.0,3
Coimbra,1435.0,713.618175,7.929090833333331,12.185555555555556,149.5,1.6611111111111112,0,36,60,0,2022,1,10,1331.2,447.1,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,7.268920128193722,5417.0,17836.0,23037.0,38880.0,20686.0,36957.0,2
Condeixa-a-Nova,1009.0,708.9693916666666,7.877437685185185,10.47111111111111,170.9,1.8988888888888888,0,38,59,0,2022,1,10,1152.1,124.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,6.9167150203536085,652.0,2565.0,2426.0,5218.0,2375.0,3968.0,3
Lousã,753.0,702.2270722222222,7.802523024691358,9.668888888888889,184.5,2.05,0,39,57,0,2022,1,10,1093.4,124.4,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.6240652277998935,616.0,2503.0,2543.0,5109.0,2441.0,4004.0,3
Mira,1250.0,640.430975,7.115899722222222,12.05,118.1,1.3122222222222222,0,36,56,0,2022,1,10,1076.4,99.1,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,7.1308988302963465,458.0,1515.0,1664.0,3158.0,1709.0,3787.0,3
Mortágua,545.0,714.7412083333334,7.941568981481482,11.554444444444446,148.9,1.6544444444444446,0,34,59,0,2022,1,10,1233.7,35.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.300785794663244,278.0,914.0,1131.0,2125.0,1277.0,3220.0,3
Penela,656.0,716.4576916666666,7.960641018518518,11.43777777777778,178.5,1.9833333333333327,0,37,59,0,2022,1,10,1096.7,41.1,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.486160788944089,164.0,663.0,752.0,1415.0,825.0,1716.0,3
